county,deaths,date
Chautauqua,56,2021-01-16
Chemung,107,2021-01-16
Chenango,39,2021-01-16
Clinton,17,2021-01-16
Columbia,69,2021-01-16
Cortland,53,2021-01-16
Delaware,19,2021-01-16
Dutchess,304,2021-01-16
Erie,1360,2021-01-16
Essex,16,2021-01-16
Franklin,9,2021-01-16
Fulton,48,2021-01-16
Genesee,98,2021-01-16
Greene,57,2021-01-16
Hamilton,1,2021-01-16
Herkimer,51,2021-01-16
Jefferson,21,2021-01-16
Kings,5657,2021-01-16
Lewis,23,2021-01-16
Livingston,38,2021-01-16
Madison,75,2021-01-16
Manhattan,2339,2021-01-16
Monroe,753,2021-01-16
Montgomery,72,2021-01-16
Nassau,2540,2021-01-16
Niagara,239,2021-01-16
Non-NYS,164,2021-01-16
Oneida,341,2021-01-16
Onondaga,524,2021-01-16
Ontario,81,2021-01-16
Orange,568,2021-01-16
Orleans,68,2021-01-16
Oswego,63,2021-01-16
Otsego,23,2021-01-16
Putnam,74,2021-01-16
Queens,5597,2021-01-16
Rensselaer,102,2021-01-16
Richmond,948,2021-01-16
Rockland,621,2021-01-16
Saratoga,79,2021-01-16
Schenectady,122,2021-01-16
Schoharie,5,2021-01-16
Schuyler,10,2021-01-16
Seneca,45,2021-01-16
St. Lawrence,56,2021-01-16
Statewide Total,32897,2021-01-16
Steuben,131,2021-01-16
Suffolk,2577,2021-01-16
Sullivan,48,2021-01-16
Tioga,54,2021-01-16
Tompkins,22,2021-01-16
Ulster,189,2021-01-16
Warren,37,2021-01-16
Washington,23,2021-01-16
Wayne,50,2021-01-16
Westchester,1789,2021-01-16
Wyoming,41,2021-01-16
Yates,16,2021-01-16
Albany,255,2021-01-17
Allegany,75,2021-01-17
Bronx,3662,2021-01-17
Broome,255,2021-01-17
Cattaraugus,61,2021-01-17
Cayuga,69,2021-01-17
Chautauqua,56,2021-01-17
Chemung,108,2021-01-17
Chenango,40,2021-01-17
Clinton,18,2021-01-17
Columbia,69,2021-01-17
Cortland,54,2021-01-17
Delaware,20,2021-01-17
Dutchess,311,2021-01-17
Erie,1371,2021-01-17
Essex,18,2021-01-17
Franklin,9,2021-01-17
Fulton,52,2021-01-17
Genesee,98,2021-01-17
Greene,57,2021-01-17
Hamilton,1,2021-01-17
Herkimer,56,2021-01-17
Jefferson,22,2021-01-17
Kings,5672,2021-01-17
Lewis,24,2021-01-17
Livingston,40,2021-01-17
Madison,76,2021-01-17
Manhattan,2342,2021-01-17
Monroe,760,2021-01-17
Montgomery,74,2021-01-17
Nassau,2551,2021-01-17
Niagara,241,2021-01-17
Non-NYS,165,2021-01-17
Oneida,342,2021-01-17
Onondaga,528,2021-01-17
Ontario,82,2021-01-17
Orange,571,2021-01-17
Orleans,68,2021-01-17
Oswego,65,2021-01-17
Otsego,23,2021-01-17
Putnam,74,2021-01-17
Queens,5612,2021-01-17
Rensselaer,104,2021-01-17
Richmond,950,2021-01-17
Rockland,622,2021-01-17
Saratoga,80,2021-01-17
Schenectady,124,2021-01-17
Schoharie,5,2021-01-17
Schuyler,10,2021-01-17
Seneca,46,2021-01-17
St. Lawrence,59,2021-01-17
Statewide Total,33052,2021-01-17
Steuben,131,2021-01-17
Suffolk,2589,2021-01-17
Sullivan,49,2021-01-17
Tioga,54,2021-01-17
Tompkins,23,2021-01-17
Ulster,191,2021-01-17
Warren,38,2021-01-17
Washington,24,2021-01-17
Wayne,51,2021-01-17
Westchester,1797,2021-01-17
Wyoming,42,2021-01-17
Yates,16,2021-01-17
Albany,257,2021-01-18
Allegany,75,2021-01-18
Bronx,3670,2021-01-18
Broome,259,2021-01-18
Cattaraugus,61,2021-01-18
Cayuga,70,2021-01-18
Chautauqua,63,2021-01-18
Chemung,108,2021-01-18
Chenango,42,2021-01-18
Clinton,18,2021-01-18
Columbia,71,2021-01-18
Cortland,54,2021-01-18
Delaware,20,2021-01-18
Dutchess,319,2021-01-18
Erie,1381,2021-01-18
Essex,19,2021-01-18
Franklin,9,2021-01-18
Fulton,53,2021-01-18
Genesee,99,2021-01-18
Greene,59,2021-01-18
Hamilton,1,2021-01-18
Herkimer,57,2021-01-18
Jefferson,23,2021-01-18
Kings,5690,2021-01-18
Lewis,24,2021-01-18
Livingston,40,2021-01-18
Madison,76,2021-01-18
Manhattan,2348,2021-01-18
Monroe,769,2021-01-18
Montgomery,75,2021-01-18
Nassau,2563,2021-01-18
Niagara,244,2021-01-18
Non-NYS,165,2021-01-18
Oneida,349,2021-01-18
Onondaga,533,2021-01-18
Ontario,82,2021-01-18
Orange,572,2021-01-18
Orleans,69,2021-01-18
Oswego,69,2021-01-18
Otsego,23,2021-01-18
Putnam,74,2021-01-18
Queens,5629,2021-01-18
Rensselaer,104,2021-01-18
Richmond,950,2021-01-18
Rockland,624,2021-01-18
Saratoga,82,2021-01-18
Schenectady,127,2021-01-18
Schoharie,5,2021-01-18
Schuyler,10,2021-01-18
Seneca,46,2021-01-18
St. Lawrence,60,2021-01-18
Statewide Total,33224,2021-01-18
Steuben,131,2021-01-18
Suffolk,2603,2021-01-18
Sullivan,49,2021-01-18
Tioga,54,2021-01-18
Tompkins,23,2021-01-18
Ulster,192,2021-01-18
Warren,40,2021-01-18
Washington,24,2021-01-18
Wayne,52,2021-01-18
Westchester,1806,2021-01-18
Wyoming,43,2021-01-18
Yates,17,2021-01-18
Albany,260,2021-01-19
Allegany,75,2021-01-19
Bronx,3688,2021-01-19
Broome,260,2021-01-19
Cattaraugus,61,2021-01-19
Cayuga,71,2021-01-19
Chautauqua,64,2021-01-19
Chemung,108,2021-01-19
Chenango,44,2021-01-19
Clinton,18,2021-01-19
Columbia,72,2021-01-19
Cortland,54,2021-01-19
Delaware,23,2021-01-19
Dutchess,322,2021-01-19
Erie,1390,2021-01-19
Essex,19,2021-01-19
Franklin,9,2021-01-19
Fulton,53,2021-01-19
Genesee,100,2021-01-19
Greene,60,2021-01-19
Hamilton,1,2021-01-19
Herkimer,59,2021-01-19
Jefferson,24,2021-01-19
Kings,5711,2021-01-19
Lewis,24,2021-01-19
Livingston,42,2021-01-19
Madison,76,2021-01-19
Manhattan,2357,2021-01-19
Monroe,780,2021-01-19
Montgomery,75,2021-01-19
Nassau,2581,2021-01-19
Niagara,248,2021-01-19
Non-NYS,166,2021-01-19
Oneida,352,2021-01-19
Onondaga,535,2021-01-19
Ontario,82,2021-01-19
Orange,574,2021-01-19
Orleans,69,2021-01-19
Oswego,69,2021-01-19
Otsego,23,2021-01-19
Putnam,75,2021-01-19
Queens,5641,2021-01-19
Rensselaer,106,2021-01-19
Richmond,953,2021-01-19
Rockland,626,2021-01-19
Saratoga,83,2021-01-19
Schenectady,128,2021-01-19
Schoharie,5,2021-01-19
Schuyler,10,2021-01-19
Seneca,46,2021-01-19
St. Lawrence,63,2021-01-19
Statewide Total,33415,2021-01-19
Steuben,131,2021-01-19
Suffolk,2624,2021-01-19
Sullivan,49,2021-01-19
Tioga,54,2021-01-19
Tompkins,24,2021-01-19
Ulster,196,2021-01-19
Warren,42,2021-01-19
Washington,24,2021-01-19
Wayne,54,2021-01-19
Westchester,1819,2021-01-19
Wyoming,44,2021-01-19
Yates,19,2021-01-19
Albany,263,2021-01-20
Allegany,75,2021-01-20
Bronx,3695,2021-01-20
Broome,263,2021-01-20
Cattaraugus,61,2021-01-20
Cayuga,74,2021-01-20
Chautauqua,66,2021-01-20
Chemung,109,2021-01-20
Chenango,44,2021-01-20
Clinton,18,2021-01-20
Columbia,73,2021-01-20
Cortland,54,2021-01-20
Delaware,25,2021-01-20
Dutchess,324,2021-01-20
Erie,1401,2021-01-20
Essex,19,2021-01-20
Franklin,9,2021-01-20
Fulton,54,2021-01-20
Genesee,101,2021-01-20
Greene,61,2021-01-20
Hamilton,1,2021-01-20
Herkimer,64,2021-01-20
Jefferson,25,2021-01-20
Kings,5732,2021-01-20
Lewis,24,2021-01-20
Livingston,42,2021-01-20
Madison,76,2021-01-20
Manhattan,2362,2021-01-20
Monroe,791,2021-01-20
Montgomery,77,2021-01-20
Nassau,2589,2021-01-20
Niagara,251,2021-01-20
Non-NYS,167,2021-01-20
Oneida,358,2021-01-20
Onondaga,537,2021-01-20
Ontario,83,2021-01-20
Orange,574,2021-01-20
Orleans,71,2021-01-20
Oswego,71,2021-01-20
Otsego,23,2021-01-20
Putnam,75,2021-01-20
Queens,5661,2021-01-20
Rensselaer,108,2021-01-20
Richmond,960,2021-01-20
Rockland,629,2021-01-20
Saratoga,84,2021-01-20
Schenectady,134,2021-01-20
Schoharie,5,2021-01-20
Schuyler,10,2021-01-20
Seneca,47,2021-01-20
St. Lawrence,63,2021-01-20
Statewide Total,33594,2021-01-20
Steuben,131,2021-01-20
Suffolk,2642,2021-01-20
Sullivan,49,2021-01-20
Tioga,54,2021-01-20
Tompkins,25,2021-01-20
Ulster,199,2021-01-20
Warren,42,2021-01-20
Washington,25,2021-01-20
Wayne,56,2021-01-20
Westchester,1824,2021-01-20
Wyoming,44,2021-01-20
Yates,20,2021-01-20
Albany,266,2021-01-21
Allegany,75,2021-01-21
Bronx,3702,2021-01-21
Broome,269,2021-01-21
Cattaraugus,62,2021-01-21
Cayuga,74,2021-01-21
Chautauqua,70,2021-01-21
Chemung,109,2021-01-21
Chenango,44,2021-01-21
Clinton,18,2021-01-21
Columbia,73,2021-01-21
Cortland,54,2021-01-21
Delaware,27,2021-01-21
Dutchess,330,2021-01-21
Erie,1407,2021-01-21
Essex,21,2021-01-21
Franklin,9,2021-01-21
Fulton,55,2021-01-21
Genesee,101,2021-01-21
Greene,63,2021-01-21
Hamilton,1,2021-01-21
Herkimer,67,2021-01-21
Jefferson,27,2021-01-21
Kings,5753,2021-01-21
Lewis,24,2021-01-21
Livingston,42,2021-01-21
Madison,76,2021-01-21
Manhattan,2367,2021-01-21
Monroe,804,2021-01-21
Montgomery,77,2021-01-21
Nassau,2597,2021-01-21
Niagara,251,2021-01-21
Non-NYS,168,2021-01-21
Oneida,369,2021-01-21
Onondaga,541,2021-01-21
Ontario,83,2021-01-21
Orange,575,2021-01-21
Orleans,71,2021-01-21
Oswego,74,2021-01-21
Otsego,24,2021-01-21
Putnam,75,2021-01-21
Queens,5679,2021-01-21
Rensselaer,109,2021-01-21
Richmond,962,2021-01-21
Rockland,631,2021-01-21
Saratoga,86,2021-01-21
Schenectady,135,2021-01-21
Schoharie,6,2021-01-21
Schuyler,10,2021-01-21
Seneca,47,2021-01-21
St. Lawrence,63,2021-01-21
Statewide Total,33763,2021-01-21
Steuben,131,2021-01-21
Suffolk,2661,2021-01-21
Sullivan,49,2021-01-21
Tioga,54,2021-01-21
Tompkins,25,2021-01-21
Ulster,199,2021-01-21
Warren,42,2021-01-21
Washington,27,2021-01-21
Wayne,56,2021-01-21
Westchester,1832,2021-01-21
Wyoming,44,2021-01-21
Yates,20,2021-01-21
Albany,270,2021-01-22
Allegany,75,2021-01-22
Bronx,3711,2021-01-22
Broome,270,2021-01-22
Cattaraugus,62,2021-01-22
Cayuga,75,2021-01-22
Chautauqua,72,2021-01-22
Chemung,111,2021-01-22
Chenango,45,2021-01-22
Clinton,18,2021-01-22
Columbia,74,2021-01-22
Cortland,55,2021-01-22
Delaware,27,2021-01-22
Dutchess,336,2021-01-22
Erie,1409,2021-01-22
Essex,21,2021-01-22
Franklin,9,2021-01-22
Fulton,56,2021-01-22
Genesee,102,2021-01-22
Greene,63,2021-01-22
Hamilton,1,2021-01-22
Herkimer,70,2021-01-22
Jefferson,29,2021-01-22
Kings,5773,2021-01-22
Lewis,25,2021-01-22
Livingston,42,2021-01-22
Madison,76,2021-01-22
Manhattan,2374,2021-01-22
Monroe,816,2021-01-22
Montgomery,78,2021-01-22
Nassau,2604,2021-01-22
Niagara,253,2021-01-22
Non-NYS,168,2021-01-22
Oneida,369,2021-01-22
Onondaga,547,2021-01-22
Ontario,83,2021-01-22
Orange,577,2021-01-22
Orleans,71,2021-01-22
Oswego,75,2021-01-22
Otsego,24,2021-01-22
Putnam,76,2021-01-22
Queens,5689,2021-01-22
Rensselaer,110,2021-01-22
Richmond,964,2021-01-22
Rockland,633,2021-01-22
Saratoga,89,2021-01-22
Schenectady,137,2021-01-22
Schoharie,6,2021-01-22
Schuyler,10,2021-01-22
Seneca,47,2021-01-22
St. Lawrence,64,2021-01-22
Statewide Total,33907,2021-01-22
Steuben,132,2021-01-22
Suffolk,2677,2021-01-22
Sullivan,51,2021-01-22
Tioga,54,2021-01-22
Tompkins,25,2021-01-22
Ulster,200,2021-01-22
Warren,42,2021-01-22
Washington,27,2021-01-22
Wayne,56,2021-01-22
Westchester,1836,2021-01-22
Wyoming,44,2021-01-22
Yates,22,2021-01-22
Albany,272,2021-01-23
Allegany,75,2021-01-23
Bronx,3719,2021-01-23
Broome,275,2021-01-23
Cattaraugus,62,2021-01-23
Cayuga,76,2021-01-23
Chautauqua,73,2021-01-23
Chemung,111,2021-01-23
Chenango,46,2021-01-23
Clinton,18,2021-01-23
Columbia,76,2021-01-23
Cortland,55,2021-01-23
Delaware,28,2021-01-23
Dutchess,337,2021-01-23
Erie,1412,2021-01-23
Essex,21,2021-01-23
Franklin,9,2021-01-23
Fulton,58,2021-01-23
Genesee,103,2021-01-23
Greene,64,2021-01-23
Hamilton,1,2021-01-23
Herkimer,73,2021-01-23
Jefferson,30,2021-01-23
Kings,5801,2021-01-23
Lewis,25,2021-01-23
Livingston,42,2021-01-23
Madison,77,2021-01-23
Manhattan,2377,2021-01-23
Monroe,822,2021-01-23
Montgomery,79,2021-01-23
Nassau,2615,2021-01-23
Niagara,258,2021-01-23
Non-NYS,170,2021-01-23
Oneida,373,2021-01-23
Onondaga,550,2021-01-23
Ontario,83,2021-01-23
Orange,579,2021-01-23
Orleans,73,2021-01-23
Oswego,75,2021-01-23
Otsego,24,2021-01-23
Putnam,76,2021-01-23
Queens,5705,2021-01-23
Rensselaer,113,2021-01-23
Richmond,966,2021-01-23
Rockland,637,2021-01-23
Saratoga,95,2021-01-23
Schenectady,139,2021-01-23
Schoharie,6,2021-01-23
Schuyler,10,2021-01-23
Seneca,47,2021-01-23
St. Lawrence,64,2021-01-23
Statewide Total,34069,2021-01-23
Steuben,132,2021-01-23
Suffolk,2690,2021-01-23
Sullivan,52,2021-01-23
Tioga,54,2021-01-23
Tompkins,25,2021-01-23
Ulster,202,2021-01-23
Warren,43,2021-01-23
Washington,27,2021-01-23
Wayne,57,2021-01-23
Westchester,1846,2021-01-23
Wyoming,44,2021-01-23
Yates,22,2021-01-23
Albany,275,2021-01-24
Allegany,75,2021-01-24
Bronx,3727,2021-01-24
Broome,280,2021-01-24
Cattaraugus,63,2021-01-24
Cayuga,76,2021-01-24
Chautauqua,76,2021-01-24
Chemung,111,2021-01-24
Chenango,48,2021-01-24
Clinton,19,2021-01-24
Columbia,77,2021-01-24
Cortland,55,2021-01-24
Delaware,29,2021-01-24
Dutchess,341,2021-01-24
Erie,1417,2021-01-24
Essex,21,2021-01-24
Franklin,9,2021-01-24
Fulton,61,2021-01-24
Genesee,103,2021-01-24
Greene,64,2021-01-24
Hamilton,1,2021-01-24
Herkimer,75,2021-01-24
Jefferson,34,2021-01-24
Kings,5820,2021-01-24
Lewis,25,2021-01-24
Livingston,42,2021-01-24
Madison,77,2021-01-24
Manhattan,2386,2021-01-24
Monroe,826,2021-01-24
Montgomery,80,2021-01-24
Nassau,2625,2021-01-24
Niagara,265,2021-01-24
Non-NYS,176,2021-01-24
Oneida,375,2021-01-24
Onondaga,552,2021-01-24
Ontario,83,2021-01-24
Orange,582,2021-01-24
Orleans,73,2021-01-24
Oswego,78,2021-01-24
Otsego,26,2021-01-24
Putnam,76,2021-01-24
Queens,5718,2021-01-24
Rensselaer,113,2021-01-24
Richmond,973,2021-01-24
Rockland,640,2021-01-24
Saratoga,101,2021-01-24
Schenectady,144,2021-01-24
Schoharie,7,2021-01-24
Schuyler,10,2021-01-24
Seneca,47,2021-01-24
St. Lawrence,64,2021-01-24
Statewide Total,34242,2021-01-24
Steuben,132,2021-01-24
Suffolk,2708,2021-01-24
Sullivan,53,2021-01-24
Tioga,54,2021-01-24
Tompkins,25,2021-01-24
Ulster,204,2021-01-24
Warren,44,2021-01-24
Washington,27,2021-01-24
Wayne,57,2021-01-24
Westchester,1851,2021-01-24
Wyoming,44,2021-01-24
Yates,22,2021-01-24
Albany,280,2021-01-25
Allegany,75,2021-01-25
Bronx,3736,2021-01-25
Broome,282,2021-01-25
Cattaraugus,64,2021-01-25
Cayuga,77,2021-01-25
Chautauqua,80,2021-01-25
Chemung,112,2021-01-25
Chenango,50,2021-01-25
Clinton,20,2021-01-25
Columbia,77,2021-01-25
Cortland,55,2021-01-25
Delaware,29,2021-01-25
Dutchess,343,2021-01-25
Erie,1422,2021-01-25
Essex,21,2021-01-25
Franklin,9,2021-01-25
Fulton,61,2021-01-25
Genesee,104,2021-01-25
Greene,66,2021-01-25
Hamilton,1,2021-01-25
Herkimer,77,2021-01-25
Jefferson,37,2021-01-25
Kings,5837,2021-01-25
Lewis,25,2021-01-25
Livingston,43,2021-01-25
Madison,77,2021-01-25
Manhattan,2391,2021-01-25
Monroe,836,2021-01-25
Montgomery,80,2021-01-25
Nassau,2635,2021-01-25
Niagara,267,2021-01-25
Non-NYS,176,2021-01-25
Oneida,378,2021-01-25
Onondaga,555,2021-01-25
Ontario,83,2021-01-25
Orange,583,2021-01-25
Orleans,74,2021-01-25
Oswego,80,2021-01-25
Otsego,27,2021-01-25
Putnam,77,2021-01-25
Queens,5737,2021-01-25
Rensselaer,114,2021-01-25
Richmond,977,2021-01-25
Rockland,643,2021-01-25
Saratoga,108,2021-01-25
Schenectady,145,2021-01-25
Schoharie,8,2021-01-25
Schuyler,10,2021-01-25
Seneca,48,2021-01-25
St. Lawrence,64,2021-01-25
Statewide Total,34407,2021-01-25
Steuben,133,2021-01-25
Suffolk,2723,2021-01-25
Sullivan,53,2021-01-25
Tioga,54,2021-01-25
Tompkins,28,2021-01-25
Ulster,205,2021-01-25
Warren,44,2021-01-25
Washington,28,2021-01-25
Wayne,58,2021-01-25
Westchester,1858,2021-01-25
Wyoming,45,2021-01-25
Yates,22,2021-01-25
Albany,282,2021-01-26
Allegany,76,2021-01-26
Bronx,3745,2021-01-26
Broome,283,2021-01-26
Cattaraugus,65,2021-01-26
Cayuga,78,2021-01-26
Chautauqua,85,2021-01-26
Chemung,114,2021-01-26
Chenango,51,2021-01-26
Clinton,20,2021-01-26
Columbia,79,2021-01-26
Cortland,55,2021-01-26
Delaware,29,2021-01-26
Dutchess,345,2021-01-26
Erie,1433,2021-01-26
Essex,21,2021-01-26
Franklin,9,2021-01-26
Fulton,61,2021-01-26
Genesee,106,2021-01-26
Greene,67,2021-01-26
Hamilton,1,2021-01-26
Herkimer,80,2021-01-26
Jefferson,38,2021-01-26
Kings,5854,2021-01-26
Lewis,25,2021-01-26
Livingston,43,2021-01-26
Madison,78,2021-01-26
Manhattan,2403,2021-01-26
Monroe,848,2021-01-26
Montgomery,82,2021-01-26
Nassau,2648,2021-01-26
Niagara,269,2021-01-26
Non-NYS,176,2021-01-26
Oneida,383,2021-01-26
Onondaga,560,2021-01-26
Ontario,83,2021-01-26
Orange,586,2021-01-26
Orleans,74,2021-01-26
Oswego,81,2021-01-26
Otsego,27,2021-01-26
Putnam,79,2021-01-26
Queens,5752,2021-01-26
Rensselaer,116,2021-01-26
Richmond,978,2021-01-26
Rockland,644,2021-01-26
Saratoga,110,2021-01-26
Schenectady,148,2021-01-26
Schoharie,8,2021-01-26
Schuyler,10,2021-01-26
Seneca,48,2021-01-26
St. Lawrence,65,2021-01-26
Statewide Total,34579,2021-01-26
Steuben,133,2021-01-26
Suffolk,2739,2021-01-26
Sullivan,53,2021-01-26
Tioga,54,2021-01-26
Tompkins,28,2021-01-26
Ulster,205,2021-01-26
Warren,47,2021-01-26
Washington,30,2021-01-26
Wayne,58,2021-01-26
Westchester,1864,2021-01-26
Wyoming,45,2021-01-26
Yates,22,2021-01-26
Albany,282,2021-01-27
Allegany,77,2021-01-27
Bronx,3751,2021-01-27
Broome,289,2021-01-27
Cattaraugus,65,2021-01-27
Cayuga,80,2021-01-27
Chautauqua,88,2021-01-27
Chemung,115,2021-01-27
Chenango,51,2021-01-27
Clinton,20,2021-01-27
Columbia,79,2021-01-27
Cortland,56,2021-01-27
Delaware,29,2021-01-27
Dutchess,347,2021-01-27
Erie,1444,2021-01-27
Essex,21,2021-01-27
Franklin,9,2021-01-27
Fulton,62,2021-01-27
Genesee,107,2021-01-27
Greene,67,2021-01-27
Hamilton,1,2021-01-27
Herkimer,84,2021-01-27
Jefferson,42,2021-01-27
Kings,5877,2021-01-27
Lewis,25,2021-01-27
Livingston,44,2021-01-27
Madison,78,2021-01-27
Manhattan,2407,2021-01-27
Monroe,857,2021-01-27
Montgomery,82,2021-01-27
Nassau,2655,2021-01-27
Niagara,270,2021-01-27
Non-NYS,176,2021-01-27
Oneida,390,2021-01-27
Onondaga,566,2021-01-27
Ontario,85,2021-01-27
Orange,586,2021-01-27
Orleans,75,2021-01-27
Oswego,82,2021-01-27
Otsego,29,2021-01-27
Putnam,79,2021-01-27
Queens,5767,2021-01-27
Rensselaer,116,2021-01-27
Richmond,981,2021-01-27
Rockland,645,2021-01-27
Saratoga,113,2021-01-27
Schenectady,148,2021-01-27
Schoharie,8,2021-01-27
Schuyler,10,2021-01-27
Seneca,49,2021-01-27
St. Lawrence,66,2021-01-27
Statewide Total,34742,2021-01-27
Steuben,133,2021-01-27
Suffolk,2756,2021-01-27
Sullivan,55,2021-01-27
Tioga,54,2021-01-27
Tompkins,28,2021-01-27
Ulster,207,2021-01-27
Warren,47,2021-01-27
Washington,30,2021-01-27
Wayne,58,2021-01-27
Westchester,1875,2021-01-27
Wyoming,45,2021-01-27
Yates,22,2021-01-27
Albany,282,2021-01-28
Allegany,78,2021-01-28
Bronx,3760,2021-01-28
Broome,290,2021-01-28
Cattaraugus,67,2021-01-28
Cayuga,80,2021-01-28
Chautauqua,91,2021-01-28
Chemung,115,2021-01-28
Chenango,53,2021-01-28
Clinton,20,2021-01-28
Columbia,81,2021-01-28
Cortland,56,2021-01-28
Delaware,29,2021-01-28
Dutchess,352,2021-01-28
Erie,1451,2021-01-28
Essex,21,2021-01-28
Franklin,9,2021-01-28
Fulton,63,2021-01-28
Genesee,107,2021-01-28
Greene,67,2021-01-28
Hamilton,1,2021-01-28
Herkimer,87,2021-01-28
Jefferson,42,2021-01-28
Kings,5897,2021-01-28
Lewis,25,2021-01-28
Livingston,45,2021-01-28
Madison,78,2021-01-28
Manhattan,2425,2021-01-28
Monroe,863,2021-01-28
Montgomery,82,2021-01-28
Nassau,2663,2021-01-28
Niagara,271,2021-01-28
Non-NYS,176,2021-01-28
Oneida,395,2021-01-28
Onondaga,567,2021-01-28
Ontario,86,2021-01-28
Orange,586,2021-01-28
Orleans,76,2021-01-28
Oswego,82,2021-01-28
Otsego,29,2021-01-28
Putnam,80,2021-01-28
Queens,5780,2021-01-28
Rensselaer,116,2021-01-28
Richmond,983,2021-01-28
Rockland,647,2021-01-28
Saratoga,116,2021-01-28
Schenectady,150,2021-01-28
Schoharie,8,2021-01-28
Schuyler,10,2021-01-28
Seneca,49,2021-01-28
St. Lawrence,67,2021-01-28
Statewide Total,34893,2021-01-28
Steuben,134,2021-01-28
Suffolk,2770,2021-01-28
Sullivan,55,2021-01-28
Tioga,54,2021-01-28
Tompkins,29,2021-01-28
Ulster,208,2021-01-28
Warren,47,2021-01-28
Washington,32,2021-01-28
Wayne,58,2021-01-28
Westchester,1884,2021-01-28
Wyoming,45,2021-01-28
Yates,23,2021-01-28
Albany,288,2021-01-29
Allegany,78,2021-01-29
Bronx,3773,2021-01-29
Broome,291,2021-01-29
Cattaraugus,67,2021-01-29
Cayuga,81,2021-01-29
Chautauqua,92,2021-01-29
Chemung,115,2021-01-29
Chenango,54,2021-01-29
Clinton,20,2021-01-29
Columbia,83,2021-01-29
Cortland,57,2021-01-29
Delaware,29,2021-01-29
Dutchess,354,2021-01-29
Erie,1457,2021-01-29
Essex,21,2021-01-29
Franklin,9,2021-01-29
Fulton,64,2021-01-29
Genesee,107,2021-01-29
Greene,67,2021-01-29
Hamilton,1,2021-01-29
Herkimer,89,2021-01-29
Jefferson,44,2021-01-29
Kings,5911,2021-01-29
Lewis,25,2021-01-29
Livingston,46,2021-01-29
Madison,78,2021-01-29
Manhattan,2436,2021-01-29
Monroe,869,2021-01-29
Montgomery,82,2021-01-29
Nassau,2666,2021-01-29
Niagara,275,2021-01-29
Non-NYS,177,2021-01-29
Oneida,399,2021-01-29
Onondaga,570,2021-01-29
Ontario,86,2021-01-29
Orange,586,2021-01-29
Orleans,77,2021-01-29
Oswego,83,2021-01-29
Otsego,29,2021-01-29
Putnam,80,2021-01-29
Queens,5800,2021-01-29
Rensselaer,116,2021-01-29
Richmond,985,2021-01-29
Rockland,648,2021-01-29
Saratoga,118,2021-01-29
Schenectady,150,2021-01-29
Schoharie,8,2021-01-29
Schuyler,10,2021-01-29
Seneca,49,2021-01-29
St. Lawrence,67,2021-01-29
Statewide Total,35036,2021-01-29
Steuben,135,2021-01-29
Suffolk,2781,2021-01-29
Sullivan,55,2021-01-29
Tioga,54,2021-01-29
Tompkins,31,2021-01-29
Ulster,209,2021-01-29
Warren,47,2021-01-29
Washington,36,2021-01-29
Wayne,58,2021-01-29
Westchester,1894,2021-01-29
Wyoming,45,2021-01-29
Yates,24,2021-01-29
Albany,291,2021-01-30
Allegany,78,2021-01-30
Bronx,3784,2021-01-30
Broome,292,2021-01-30
Cattaraugus,67,2021-01-30
Cayuga,82,2021-01-30
Chautauqua,97,2021-01-30
Chemung,116,2021-01-30
Chenango,55,2021-01-30
Clinton,20,2021-01-30
Columbia,83,2021-01-30
Cortland,57,2021-01-30
Delaware,29,2021-01-30
Dutchess,357,2021-01-30
Erie,1461,2021-01-30
Essex,22,2021-01-30
Franklin,9,2021-01-30
Fulton,64,2021-01-30
Genesee,107,2021-01-30
Greene,67,2021-01-30
Hamilton,1,2021-01-30
Herkimer,90,2021-01-30
Jefferson,45,2021-01-30
Kings,5925,2021-01-30
Lewis,25,2021-01-30
Livingston,46,2021-01-30
Madison,79,2021-01-30
Manhattan,2443,2021-01-30
Monroe,873,2021-01-30
Montgomery,83,2021-01-30
Nassau,2677,2021-01-30
Niagara,276,2021-01-30
Non-NYS,180,2021-01-30
Oneida,405,2021-01-30
Onondaga,572,2021-01-30
Ontario,87,2021-01-30
Orange,587,2021-01-30
Orleans,78,2021-01-30
Oswego,83,2021-01-30
Otsego,29,2021-01-30
Putnam,81,2021-01-30
Queens,5818,2021-01-30
Rensselaer,116,2021-01-30
Richmond,988,2021-01-30
Rockland,651,2021-01-30
Saratoga,120,2021-01-30
Schenectady,150,2021-01-30
Schoharie,8,2021-01-30
Schuyler,10,2021-01-30
Seneca,49,2021-01-30
St. Lawrence,67,2021-01-30
Statewide Total,35178,2021-01-30
Steuben,136,2021-01-30
Suffolk,2794,2021-01-30
Sullivan,55,2021-01-30
Tioga,55,2021-01-30
Tompkins,31,2021-01-30
Ulster,210,2021-01-30
Warren,47,2021-01-30
Washington,37,2021-01-30
Wayne,58,2021-01-30
Westchester,1906,2021-01-30
Wyoming,45,2021-01-30
Yates,24,2021-01-30
Albany,295,2021-01-31
Allegany,79,2021-01-31
Bronx,3796,2021-01-31
Broome,292,2021-01-31
Cattaraugus,68,2021-01-31
Cayuga,83,2021-01-31
Chautauqua,98,2021-01-31
Chemung,117,2021-01-31
Chenango,56,2021-01-31
Clinton,20,2021-01-31
Columbia,85,2021-01-31
Cortland,57,2021-01-31
Delaware,29,2021-01-31
Dutchess,359,2021-01-31
Erie,1467,2021-01-31
Essex,22,2021-01-31
