county,date,aqi,pollutant,number_of_sites_reporting
Niagara,2020-05-30,31,Ozone,1
Niagara,2020-05-31,36,Ozone,1
Niagara,2020-06-01,45,Ozone,1
Niagara,2020-06-02,71,Ozone,1
Niagara,2020-06-03,42,Ozone,1
Niagara,2020-06-04,54,Ozone,1
Niagara,2020-06-05,74,Ozone,1
Niagara,2020-06-06,49,Ozone,1
Niagara,2020-06-07,30,Ozone,1
Niagara,2020-06-08,31,Ozone,1
Niagara,2020-06-09,84,Ozone,1
Niagara,2020-06-10,36,Ozone,1
Niagara,2020-06-11,37,Ozone,1
Niagara,2020-06-12,38,Ozone,1
Niagara,2020-06-13,31,Ozone,1
Niagara,2020-06-14,28,Ozone,1
Niagara,2020-06-15,34,Ozone,1
Niagara,2020-06-16,45,Ozone,1
Niagara,2020-06-17,50,Ozone,1
Niagara,2020-06-18,67,Ozone,1
Niagara,2020-06-19,48,Ozone,1
Niagara,2020-06-20,64,Ozone,1
Niagara,2020-06-21,49,Ozone,1
Niagara,2020-06-23,38,Ozone,1
Niagara,2020-06-24,36,Ozone,1
Niagara,2020-06-25,46,Ozone,1
Niagara,2020-06-26,44,Ozone,1
Niagara,2020-06-27,44,Ozone,1
Niagara,2020-06-28,33,Ozone,1
Niagara,2020-06-29,27,Ozone,1
Niagara,2020-06-30,36,Ozone,1
Niagara,2020-07-01,36,Ozone,1
Niagara,2020-07-02,47,Ozone,1
Niagara,2020-07-03,35,Ozone,1
Niagara,2020-07-04,29,Ozone,1
Niagara,2020-07-05,51,Ozone,1
Niagara,2020-07-06,43,Ozone,1
Niagara,2020-07-07,84,Ozone,1
Niagara,2020-07-08,80,Ozone,1
Niagara,2020-07-09,87,Ozone,1
Niagara,2020-07-10,54,Ozone,1
Niagara,2020-07-11,38,Ozone,1
Niagara,2020-07-12,36,Ozone,1
Niagara,2020-07-13,29,Ozone,1
Niagara,2020-07-14,24,Ozone,1
Niagara,2020-07-15,35,Ozone,1
Niagara,2020-07-16,39,Ozone,1
Niagara,2020-07-17,48,Ozone,1
Niagara,2020-07-18,77,Ozone,1
Niagara,2020-07-19,40,Ozone,1
Niagara,2020-07-20,34,Ozone,1
Niagara,2020-07-21,27,Ozone,1
Niagara,2020-07-22,41,Ozone,1
Niagara,2020-07-23,36,Ozone,1
Niagara,2020-07-24,31,Ozone,1
Niagara,2020-07-25,44,Ozone,1
Niagara,2020-07-26,61,Ozone,1
Niagara,2020-07-27,43,Ozone,1
Niagara,2020-07-28,33,Ozone,1
Niagara,2020-07-29,41,Ozone,1
Niagara,2020-07-30,31,Ozone,1
Niagara,2020-07-31,24,Ozone,1
Niagara,2020-08-01,30,Ozone,1
Niagara,2020-08-02,30,Ozone,1
Niagara,2020-08-03,31,Ozone,1
Niagara,2020-08-04,34,Ozone,1
Niagara,2020-08-05,27,Ozone,1
Niagara,2020-08-06,31,Ozone,1
Niagara,2020-08-07,31,Ozone,1
Niagara,2020-08-08,45,Ozone,1
Niagara,2020-08-09,51,Ozone,1
Niagara,2020-08-10,47,Ozone,1
Niagara,2020-08-11,45,Ozone,1
Niagara,2020-08-12,36,Ozone,1
Niagara,2020-08-13,44,Ozone,1
Niagara,2020-08-14,27,Ozone,1
Niagara,2020-08-15,39,Ozone,1
Niagara,2020-08-16,33,Ozone,1
Niagara,2020-08-17,33,Ozone,1
Niagara,2020-08-18,28,Ozone,1
Niagara,2020-08-19,27,Ozone,1
Niagara,2020-08-20,34,Ozone,1
Niagara,2020-08-22,54,Ozone,1
Niagara,2020-08-23,50,Ozone,1
Niagara,2020-08-24,46,Ozone,1
Niagara,2020-08-25,37,Ozone,1
Niagara,2020-08-26,23,Ozone,1
Niagara,2020-08-27,40,Ozone,1
Niagara,2020-08-28,23,Ozone,1
Niagara,2020-08-29,37,Ozone,1
Niagara,2020-08-30,27,Ozone,1
Niagara,2020-08-31,31,Ozone,1
Niagara,2020-09-01,34,Ozone,1
Niagara,2020-09-02,32,Ozone,1
Niagara,2020-09-03,44,Ozone,1
Niagara,2020-09-04,34,Ozone,1
Niagara,2020-09-05,32,Ozone,1
Niagara,2020-09-06,30,Ozone,1
Niagara,2020-09-07,34,Ozone,1
Niagara,2020-09-08,19,Ozone,1
Niagara,2020-09-09,20,Ozone,1
Niagara,2020-09-10,21,Ozone,1
Niagara,2020-09-11,24,Ozone,1
Niagara,2020-09-12,30,Ozone,1
Niagara,2020-09-13,31,Ozone,1
Niagara,2020-09-14,25,Ozone,1
Niagara,2020-09-15,26,Ozone,1
Niagara,2020-09-16,36,Ozone,1
Niagara,2020-09-17,21,Ozone,1
Niagara,2020-09-18,26,Ozone,1
Niagara,2020-09-19,28,Ozone,1
Niagara,2020-09-20,30,Ozone,1
Niagara,2020-09-21,32,Ozone,1
Niagara,2020-09-22,43,Ozone,1
Niagara,2020-09-23,50,Ozone,1
Niagara,2020-09-24,58,Ozone,1
Niagara,2020-09-25,80,Ozone,1
Niagara,2020-09-26,46,Ozone,1
Niagara,2020-09-27,39,Ozone,1
Niagara,2020-09-28,35,Ozone,1
Niagara,2020-09-29,26,Ozone,1
Niagara,2020-09-30,28,Ozone,1
Niagara,2020-10-01,25,Ozone,1
Niagara,2020-10-02,22,Ozone,1
Niagara,2020-10-03,28,Ozone,1
Niagara,2020-10-04,25,Ozone,1
Niagara,2020-10-05,26,Ozone,1
Niagara,2020-10-06,38,Ozone,1
Niagara,2020-10-07,34,Ozone,1
Niagara,2020-10-08,24,Ozone,1
Niagara,2020-10-09,43,Ozone,1
Niagara,2020-10-10,41,Ozone,1
Niagara,2020-10-11,22,Ozone,1
Niagara,2020-10-12,25,Ozone,1
Niagara,2020-10-13,31,Ozone,1
Niagara,2020-10-14,36,Ozone,1
Niagara,2020-10-15,38,Ozone,1
Niagara,2020-10-16,30,Ozone,1
Niagara,2020-10-17,34,Ozone,1
Niagara,2020-10-18,35,Ozone,1
Niagara,2020-10-19,23,Ozone,1
Niagara,2020-10-21,24,Ozone,1
Niagara,2020-10-22,19,Ozone,1
Niagara,2020-10-23,36,Ozone,1
Niagara,2020-10-24,20,Ozone,1
Niagara,2020-10-25,27,Ozone,1
Niagara,2020-10-26,19,Ozone,1
Niagara,2020-10-27,24,Ozone,1
Niagara,2020-10-28,27,Ozone,1
Niagara,2020-10-29,23,Ozone,1
Niagara,2020-10-30,26,Ozone,1
Niagara,2020-10-31,31,Ozone,1
Niagara,2020-11-01,29,Ozone,1
Niagara,2020-11-02,33,Ozone,1
Niagara,2020-11-03,24,Ozone,1
Niagara,2020-11-04,42,Ozone,1
Niagara,2020-11-05,45,Ozone,1
Niagara,2020-11-06,49,Ozone,1
Niagara,2020-11-07,54,Ozone,1
Niagara,2020-11-08,50,Ozone,1
Niagara,2020-11-09,44,Ozone,1
Niagara,2020-11-10,34,Ozone,1
Niagara,2020-11-11,29,Ozone,1
Niagara,2020-11-12,28,Ozone,1
Niagara,2020-11-13,25,Ozone,1
Niagara,2020-11-14,31,Ozone,1
Niagara,2020-11-15,31,Ozone,1
Niagara,2020-11-16,28,Ozone,1
Niagara,2020-11-17,34,Ozone,1
Niagara,2020-11-18,31,Ozone,1
Niagara,2020-11-19,36,Ozone,1
Niagara,2020-11-20,37,Ozone,1
Niagara,2020-11-21,24,Ozone,1
Niagara,2020-11-22,22,Ozone,1
Niagara,2020-11-23,20,Ozone,1
Niagara,2020-11-24,20,Ozone,1
Niagara,2020-11-25,24,Ozone,1
Niagara,2020-11-26,23,Ozone,1
Niagara,2020-11-27,22,Ozone,1
Niagara,2020-11-28,29,Ozone,1
Niagara,2020-11-29,29,Ozone,1
Niagara,2020-12-01,23,Ozone,1
Niagara,2020-12-02,34,Ozone,1
Niagara,2020-12-03,30,Ozone,1
Niagara,2020-12-04,17,Ozone,1
Niagara,2020-12-05,26,Ozone,1
Niagara,2020-12-06,29,Ozone,1
Niagara,2020-12-07,30,Ozone,1
Niagara,2020-12-08,27,Ozone,1
Niagara,2020-12-09,21,Ozone,1
Niagara,2020-12-10,26,Ozone,1
Niagara,2020-12-11,24,Ozone,1
Niagara,2020-12-12,29,Ozone,1
Niagara,2020-12-13,25,Ozone,1
Niagara,2020-12-14,26,Ozone,1
Niagara,2020-12-15,28,Ozone,1
Niagara,2020-12-16,28,Ozone,1
Niagara,2020-12-17,29,Ozone,1
Niagara,2020-12-18,29,Ozone,1
Niagara,2020-12-20,22,Ozone,1
Niagara,2020-12-21,19,Ozone,1
Niagara,2020-12-22,31,Ozone,1
Niagara,2020-12-23,29,Ozone,1
Niagara,2020-12-24,31,Ozone,1
Niagara,2020-12-25,27,Ozone,1
Niagara,2020-12-26,28,Ozone,1
Niagara,2020-12-27,31,Ozone,1
Niagara,2020-12-28,32,Ozone,1
Niagara,2020-12-29,33,Ozone,1
Niagara,2020-12-30,31,Ozone,1
Niagara,2020-12-31,28,Ozone,1
Oneida,2020-01-01,30,PM2.5,1
Oneida,2020-01-02,37,PM2.5,1
Oneida,2020-01-03,40,PM2.5,1
Oneida,2020-01-04,24,PM2.5,1
Oneida,2020-01-05,23,PM2.5,1
Oneida,2020-01-06,28,PM2.5,1
Oneida,2020-01-07,28,PM2.5,1
Oneida,2020-01-08,33,PM2.5,1
Oneida,2020-01-09,28,PM2.5,1
Oneida,2020-01-10,43,PM2.5,1
Oneida,2020-01-11,33,PM2.5,1
Oneida,2020-01-12,27,PM2.5,1
Oneida,2020-01-13,33,PM2.5,1
Oneida,2020-01-14,32,PM2.5,1
Oneida,2020-01-15,31,PM2.5,1
Oneida,2020-01-16,27,PM2.5,1
Oneida,2020-01-17,29,PM2.5,1
Oneida,2020-01-18,20,PM2.5,1
Oneida,2020-01-19,35,PM2.5,1
Oneida,2020-01-20,25,PM2.5,1
Oneida,2020-01-21,42,PM2.5,1
Oneida,2020-01-22,36,PM2.5,1
Oneida,2020-01-23,56,PM2.5,1
Oneida,2020-01-24,55,PM2.5,1
Oneida,2020-01-25,28,PM2.5,1
Oneida,2020-01-26,19,PM2.5,1
Oneida,2020-01-27,19,PM2.5,1
Oneida,2020-01-28,18,PM2.5,1
Oneida,2020-01-29,24,PM2.5,1
Oneida,2020-01-30,34,PM2.5,1
Oneida,2020-01-31,43,PM2.5,1
Oneida,2020-02-01,44,PM2.5,1
Oneida,2020-02-02,36,PM2.5,1
Oneida,2020-02-03,28,PM2.5,1
Oneida,2020-02-04,24,PM2.5,1
Oneida,2020-02-05,16,PM2.5,1
Oneida,2020-02-06,10,PM2.5,1
Oneida,2020-02-07,19,PM2.5,1
Oneida,2020-02-08,25,PM2.5,1
Oneida,2020-02-09,33,PM2.5,1
Oneida,2020-02-10,26,PM2.5,1
Oneida,2020-02-11,29,PM2.5,1
Oneida,2020-02-12,25,PM2.5,1
Oneida,2020-02-13,24,PM2.5,1
Oneida,2020-02-14,26,PM2.5,1
Oneida,2020-02-15,26,PM2.5,1
Oneida,2020-02-16,33,PM2.5,1
Oneida,2020-02-17,29,PM2.5,1
Oneida,2020-02-18,22,PM2.5,1
Oneida,2020-02-19,16,PM2.5,1
Oneida,2020-02-20,15,PM2.5,1
Oneida,2020-02-21,30,PM2.5,1
Oneida,2020-02-22,39,PM2.5,1
Oneida,2020-02-23,45,PM2.5,1
Oneida,2020-02-24,52,PM2.5,1
Oneida,2020-02-25,54,PM2.5,1
Oneida,2020-02-26,36,PM2.5,1
Oneida,2020-02-27,11,PM2.5,1
Oneida,2020-02-28,14,PM2.5,1
Oneida,2020-02-29,19,PM2.5,1
Oneida,2020-03-01,21,PM2.5,1
Oneida,2020-03-02,35,PM2.5,1
Oneida,2020-03-03,36,PM2.5,1
Oneida,2020-03-04,22,PM2.5,1
Oneida,2020-03-05,13,PM2.5,1
Oneida,2020-03-06,21,PM2.5,1
Oneida,2020-03-07,15,PM2.5,1
Oneida,2020-03-08,31,PM2.5,1
Oneida,2020-03-09,54,PM2.5,1
Oneida,2020-03-10,32,PM2.5,1
Oneida,2020-03-11,15,PM2.5,1
Oneida,2020-03-12,13,PM2.5,1
Oneida,2020-03-13,10,PM2.5,1
Oneida,2020-03-14,16,PM2.5,1
Oneida,2020-03-15,14,PM2.5,1
Oneida,2020-03-16,2,PM2.5,1
Oneida,2020-03-17,13,PM2.5,1
Oneida,2020-03-18,13,PM2.5,1
Oneida,2020-03-19,8,PM2.5,1
Oneida,2020-03-20,12,PM2.5,1
Oneida,2020-03-21,14,PM2.5,1
Oneida,2020-03-22,11,PM2.5,1
Oneida,2020-03-23,8,PM2.5,1
Oneida,2020-03-24,15,PM2.5,1
Oneida,2020-03-25,17,PM2.5,1
Oneida,2020-03-26,23,PM2.5,1
Oneida,2020-03-27,15,PM2.5,1
Oneida,2020-03-28,14,PM2.5,1
Oneida,2020-03-29,3,PM2.5,1
Oneida,2020-03-30,8,PM2.5,1
Oneida,2020-03-31,3,PM2.5,1
Oneida,2020-04-01,13,PM2.5,1
Oneida,2020-04-02,6,PM2.5,1
Oneida,2020-04-03,6,PM2.5,1
Oneida,2020-04-04,13,PM2.5,1
Oneida,2020-04-05,17,PM2.5,1
Oneida,2020-04-06,10,PM2.5,1
Oneida,2020-04-07,12,PM2.5,1
Oneida,2020-04-08,14,PM2.5,1
Oneida,2020-04-09,9,PM2.5,1
Oneida,2020-04-10,7,PM2.5,1
Oneida,2020-04-11,13,PM2.5,1
Oneida,2020-04-12,20,PM2.5,1
Oneida,2020-04-13,8,PM2.5,1
Oneida,2020-04-14,8,PM2.5,1
Oneida,2020-04-15,14,PM2.5,1
Oneida,2020-04-16,9,PM2.5,1
Oneida,2020-04-17,13,PM2.5,1
Oneida,2020-04-18,17,PM2.5,1
Oneida,2020-04-19,23,PM2.5,1
Oneida,2020-04-20,8,PM2.5,1
Oneida,2020-04-21,10,PM2.5,1
Oneida,2020-04-22,13,PM2.5,1
Oneida,2020-04-23,13,PM2.5,1
Oneida,2020-04-24,18,PM2.5,1
Oneida,2020-04-25,25,PM2.5,1
Oneida,2020-04-26,11,PM2.5,1
Oneida,2020-04-27,4,PM2.5,1
Oneida,2020-04-28,14,PM2.5,1
Oneida,2020-04-29,10,PM2.5,1
Oneida,2020-04-30,0,PM2.5,1
Oneida,2020-05-01,6,PM2.5,1
Oneida,2020-05-02,9,PM2.5,1
Oneida,2020-05-03,13,PM2.5,1
Oneida,2020-05-04,4,PM2.5,1
Oneida,2020-05-05,3,PM2.5,1
Oneida,2020-05-06,6,PM2.5,1
Oneida,2020-05-07,9,PM2.5,1
Oneida,2020-05-08,0,PM2.5,1
Oneida,2020-05-09,0,PM2.5,1
Oneida,2020-05-10,8,PM2.5,1
Oneida,2020-05-11,10,PM2.5,1
Oneida,2020-05-12,7,PM2.5,1
Oneida,2020-05-13,17,PM2.5,1
Oneida,2020-05-14,16,PM2.5,1
Oneida,2020-05-15,20,PM2.5,1
Oneida,2020-05-16,8,PM2.5,1
Oneida,2020-05-17,25,PM2.5,1
Oneida,2020-05-18,12,PM2.5,1
Oneida,2020-05-19,7,PM2.5,1
Oneida,2020-05-20,7,PM2.5,1
Oneida,2020-05-21,15,PM2.5,1
Oneida,2020-05-22,29,PM2.5,1
Oneida,2020-05-23,18,PM2.5,1
Oneida,2020-05-24,15,PM2.5,1
Oneida,2020-05-25,20,PM2.5,1
Oneida,2020-05-26,27,PM2.5,1
Oneida,2020-05-27,26,PM2.5,1
Oneida,2020-05-28,0,PM2.5,1
Oneida,2020-05-29,0,PM2.5,1
Oneida,2020-05-30,0,PM2.5,1
Oneida,2020-05-31,0,PM2.5,1
Oneida,2020-06-01,4,PM2.5,1
Oneida,2020-06-02,15,PM2.5,1
Oneida,2020-06-03,32,PM2.5,1
Oneida,2020-06-04,30,PM2.5,1
Oneida,2020-06-05,24,PM2.5,1
Oneida,2020-06-06,13,PM2.5,1
Oneida,2020-06-07,0,PM2.5,1
Oneida,2020-06-08,2,PM2.5,1
Oneida,2020-06-09,17,PM2.5,1
Oneida,2020-06-10,30,PM2.5,1
Oneida,2020-06-11,5,PM2.5,1
Oneida,2020-06-12,0,PM2.5,1
Oneida,2020-06-13,0,PM2.5,1
Oneida,2020-06-14,5,PM2.5,1
Oneida,2020-06-15,12,PM2.5,1
Oneida,2020-06-16,10,PM2.5,1
Oneida,2020-06-17,12,PM2.5,1
Oneida,2020-06-18,15,PM2.5,1
Oneida,2020-06-19,7,PM2.5,1
Oneida,2020-06-20,14,PM2.5,1
Oneida,2020-06-21,10,PM2.5,1
Oneida,2020-06-22,12,PM2.5,1
Oneida,2020-06-23,19,PM2.5,1
Oneida,2020-06-25,5,PM2.5,1
Oneida,2020-06-26,12,PM2.5,1
Oneida,2020-06-27,15,PM2.5,1
Oneida,2020-06-28,16,PM2.5,1
Oneida,2020-06-29,13,PM2.5,1
Oneida,2020-06-30,2,PM2.5,1
Oneida,2020-07-01,7,PM2.5,1
Oneida,2020-07-02,28,PM2.5,1
Oneida,2020-07-03,35,PM2.5,1
Oneida,2020-07-04,55,PM2.5,1
Oneida,2020-07-05,42,PM2.5,1
Oneida,2020-07-06,20,PM2.5,1
Oneida,2020-07-07,19,PM2.5,1
Oneida,2020-07-08,26,PM2.5,1
Oneida,2020-07-09,23,PM2.5,1
Oneida,2020-07-10,15,PM2.5,1
Oneida,2020-07-11,0,PM2.5,1
Oneida,2020-07-12,10,PM2.5,1
Oneida,2020-07-13,8,PM2.5,1
Oneida,2020-07-14,5,PM2.5,1
Oneida,2020-07-15,6,PM2.5,1
Oneida,2020-07-16,11,PM2.5,1
Oneida,2020-07-17,12,PM2.5,1
Oneida,2020-07-18,21,PM2.5,1
Oneida,2020-07-19,25,PM2.5,1
Oneida,2020-07-20,12,PM2.5,1
Oneida,2020-07-21,3,PM2.5,1
Oneida,2020-07-22,11,PM2.5,1
Oneida,2020-07-23,14,PM2.5,1
Oneida,2020-07-24,13,PM2.5,1
Oneida,2020-07-25,16,PM2.5,1
Oneida,2020-07-26,23,PM2.5,1
Oneida,2020-07-27,25,PM2.5,1
Oneida,2020-07-28,5,PM2.5,1
Oneida,2020-07-29,15,PM2.5,1
Oneida,2020-07-30,11,PM2.5,1
Oneida,2020-07-31,11,PM2.5,1
Oneida,2020-08-01,13,PM2.5,1
Oneida,2020-08-02,14,PM2.5,1
Oneida,2020-08-03,7,PM2.5,1
Oneida,2020-08-04,11,PM2.5,1
Oneida,2020-08-05,2,PM2.5,1
Oneida,2020-08-06,5,PM2.5,1
Oneida,2020-08-07,10,PM2.5,1
Oneida,2020-08-08,20,PM2.5,1
Oneida,2020-08-09,24,PM2.5,1
Oneida,2020-08-10,32,PM2.5,1
Oneida,2020-08-11,25,PM2.5,1
Oneida,2020-08-12,10,PM2.5,1
Oneida,2020-08-13,18,PM2.5,1
Oneida,2020-08-14,25,PM2.5,1
Oneida,2020-08-15,16,PM2.5,1
Oneida,2020-08-16,13,PM2.5,1
Oneida,2020-08-17,11,PM2.5,1
Oneida,2020-08-18,4,PM2.5,1
Oneida,2020-08-19,3,PM2.5,1
Oneida,2020-08-20,6,PM2.5,1
Oneida,2020-08-21,24,PM2.5,1
Oneida,2020-08-22,35,PM2.5,1
Oneida,2020-08-23,34,PM2.5,1
Oneida,2020-08-24,34,PM2.5,1
Oneida,2020-08-25,23,PM2.5,1
Oneida,2020-08-26,0,PM2.5,1
Oneida,2020-08-27,78,PM2.5,1
Oneida,2020-08-28,5,PM2.5,1
Oneida,2020-08-29,7,PM2.5,1
Oneida,2020-08-30,3,PM2.5,1
Oneida,2020-08-31,0,PM2.5,1
Oneida,2020-09-01,1,PM2.5,1
Oneida,2020-09-02,1,PM2.5,1
Oneida,2020-09-03,10,PM2.5,1
Oneida,2020-09-04,10,PM2.5,1
Oneida,2020-09-05,12,PM2.5,1
Oneida,2020-09-06,11,PM2.5,1
Oneida,2020-09-07,20,PM2.5,1
Oneida,2020-09-08,28,PM2.5,1
Oneida,2020-09-09,24,PM2.5,1
Oneida,2020-09-11,0,PM2.5,1
Oneida,2020-09-12,2,PM2.5,1
Oneida,2020-09-13,5,PM2.5,1
Oneida,2020-09-14,6,PM2.5,1
Oneida,2020-09-15,5,PM2.5,1
Oneida,2020-09-16,6,PM2.5,1
Oneida,2020-09-17,23,PM2.5,1
Oneida,2020-09-18,8,PM2.5,1
Oneida,2020-09-19,8,PM2.5,1
Oneida,2020-09-20,14,PM2.5,1
Oneida,2020-09-21,11,PM2.5,1
Oneida,2020-09-22,12,PM2.5,1
Oneida,2020-09-23,37,PM2.5,1
Oneida,2020-09-24,55,PM2.5,1
Oneida,2020-09-25,55,PM2.5,1
Oneida,2020-09-26,29,PM2.5,1
Oneida,2020-09-27,8,PM2.5,1
Oneida,2020-09-28,12,PM2.5,1
Oneida,2020-09-29,7,PM2.5,1
Oneida,2020-09-30,3,PM2.5,1
Oneida,2020-10-01,11,PM2.5,1
Oneida,2020-10-02,11,PM2.5,1
Oneida,2020-10-03,10,PM2.5,1
Oneida,2020-10-04,12,PM2.5,1
Oneida,2020-10-05,22,PM2.5,1
Oneida,2020-10-06,16,PM2.5,1
Oneida,2020-10-07,15,PM2.5,1
Oneida,2020-10-08,8,PM2.5,1
Oneida,2020-10-09,17,PM2.5,1
Oneida,2020-10-10,35,PM2.5,1
Oneida,2020-10-11,5,PM2.5,1
Oneida,2020-10-12,7,PM2.5,1
Oneida,2020-10-13,8,PM2.5,1
Oneida,2020-10-14,14,PM2.5,1
Oneida,2020-10-15,8,PM2.5,1
Oneida,2020-10-16,8,PM2.5,1
Oneida,2020-10-17,18,PM2.5,1
Oneida,2020-10-18,17,PM2.5,1
Oneida,2020-10-19,15,PM2.5,1
Oneida,2020-10-21,17,PM2.5,1
Oneida,2020-10-22,20,PM2.5,1
Oneida,2020-10-23,27,PM2.5,1
Oneida,2020-10-29,8,PM2.5,1
Oneida,2020-10-30,17,PM2.5,1
Oneida,2020-10-31,23,PM2.5,1
Oneida,2020-11-01,10,PM2.5,1
Oneida,2020-11-02,4,PM2.5,1
Oneida,2020-11-05,37,PM2.5,1
Oneida,2020-11-06,59,PM2.5,1
Oneida,2020-11-07,67,PM2.5,1
Oneida,2020-11-08,66,PM2.5,1
Oneida,2020-11-09,54,PM2.5,1
Oneida,2020-11-10,32,PM2.5,1
Oneida,2020-11-11,15,PM2.5,1
Oneida,2020-11-13,10,PM2.5,1
Oneida,2020-11-14,19,PM2.5,1
Oneida,2020-11-15,13,PM2.5,1
Oneida,2020-11-16,23,PM2.5,1
Oneida,2020-11-17,21,PM2.5,1
Oneida,2020-11-18,18,PM2.5,1
Oneida,2020-11-19,20,PM2.5,1
Oneida,2020-11-20,38,PM2.5,1
Oneida,2020-11-21,23,PM2.5,1
Oneida,2020-11-22,14,PM2.5,1
Oneida,2020-11-23,16,PM2.5,1
Oneida,2020-11-24,23,PM2.5,1
Oneida,2020-11-25,24,PM2.5,1
Oneida,2020-11-26,23,PM2.5,1
Oneida,2020-11-27,24,PM2.5,1
Oneida,2020-11-28,27,PM2.5,1
Oneida,2020-11-29,31,PM2.5,1
Oneida,2020-11-30,19,PM2.5,1
Oneida,2020-12-01,16,PM2.5,1
Oneida,2020-12-02,21,PM2.5,1
Oneida,2020-12-03,23,PM2.5,1
Oneida,2020-12-04,24,PM2.5,1
Oneida,2020-12-05,24,PM2.5,1
Oneida,2020-12-06,10,PM2.5,1
Oneida,2020-12-07,15,PM2.5,1
Oneida,2020-12-08,18,PM2.5,1
Oneida,2020-12-09,32,PM2.5,1
Oneida,2020-12-16,20,PM2.5,1
Oneida,2020-12-17,32,PM2.5,1
Oneida,2020-12-18,49,PM2.5,1
Oneida,2020-12-19,46,PM2.5,1
Oneida,2020-12-20,53,PM2.5,1
Oneida,2020-12-21,60,PM2.5,1
Oneida,2020-12-22,37,PM2.5,1
Oneida,2020-12-23,21,PM2.5,1
Oneida,2020-12-24,19,PM2.5,1
Oneida,2020-12-25,15,PM2.5,1
Oneida,2020-12-26,31,PM2.5,1
Oneida,2020-12-27,37,PM2.5,1
Oneida,2020-12-28,36,PM2.5,1
Oneida,2020-12-29,28,PM2.5,1
Oneida,2020-12-30,26,PM2.5,1
Oneida,2020-12-31,38,PM2.5,1
Onondaga,2020-01-01,29,Ozone,1
Onondaga,2020-01-02,34,Ozone,1
Onondaga,2020-01-03,45,PM2.5,1
Onondaga,2020-01-04,48,PM2.5,1
Onondaga,2020-01-05,31,Ozone,1
Onondaga,2020-01-06,20,PM2.5,1
Onondaga,2020-01-07,31,Ozone,1
Onondaga,2020-01-08,29,Ozone,1
Onondaga,2020-01-09,28,Ozone,1
Onondaga,2020-01-10,33,PM2.5,1
Onondaga,2020-01-11,31,Ozone,1
Onondaga,2020-01-12,27,Ozone,1
Onondaga,2020-01-13,36,PM2.5,1
Onondaga,2020-01-14,43,PM2.5,1
Onondaga,2020-01-15,35,PM2.5,1
Onondaga,2020-01-16,32,Ozone,1
Onondaga,2020-01-17,32,Ozone,1
Onondaga,2020-01-18,31,Ozone,1
Onondaga,2020-01-19,33,Ozone,1
Onondaga,2020-01-20,33,Ozone,1
Onondaga,2020-01-21,34,Ozone,1
Onondaga,2020-01-22,43,PM2.5,1
Onondaga,2020-01-23,19,Ozone,1
Onondaga,2020-01-24,62,PM2.5,1
Onondaga,2020-01-25,53,PM2.5,1
Onondaga,2020-01-26,24,PM2.5,1
Onondaga,2020-01-28,53,PM2.5,1
Onondaga,2020-01-30,28,Ozone,1
Onondaga,2020-01-31,62,PM2.5,1
Onondaga,2020-02-01,69,PM2.5,1
Onondaga,2020-02-02,56,PM2.5,1
Onondaga,2020-02-03,47,PM2.5,1
Onondaga,2020-02-04,52,PM2.5,1
Onondaga,2020-02-05,31,Ozone,1
Onondaga,2020-02-06,29,PM2.5,1
Onondaga,2020-02-07,31,Ozone,1
Onondaga,2020-02-08,32,Ozone,1
Onondaga,2020-02-09,49,PM2.5,1
Onondaga,2020-02-10,40,PM2.5,1
Onondaga,2020-02-11,61,PM2.5,1
Onondaga,2020-02-12,44,PM2.5,1
Onondaga,2020-02-13,41,PM2.5,1
Onondaga,2020-02-14,31,Ozone,1
Onondaga,2020-02-15,36,Ozone,1
Onondaga,2020-02-16,45,PM2.5,1
Onondaga,2020-02-17,38,PM2.5,1
Onondaga,2020-02-18,38,PM2.5,1
Onondaga,2020-02-19,34,Ozone,1
Onondaga,2020-02-20,35,Ozone,1
Onondaga,2020-02-21,40,Ozone,1
Onondaga,2020-02-22,48,PM2.5,1
Onondaga,2020-02-23,51,PM2.5,1
Onondaga,2020-02-24,48,PM2.5,1
Onondaga,2020-02-25,71,PM2.5,1
Onondaga,2020-02-26,68,PM2.5,1
Onondaga,2020-02-27,37,Ozone,1
Onondaga,2020-02-28,37,Ozone,1
Onondaga,2020-02-29,31,Ozone,1
Onondaga,2020-03-01,38,Ozone,1
Onondaga,2020-03-02,43,Ozone,1
Onondaga,2020-03-03,49,PM2.5,1
Onondaga,2020-03-04,43,PM2.5,1
Onondaga,2020-03-05,35,Ozone,1
Onondaga,2020-03-06,35,PM2.5,1
Onondaga,2020-03-07,38,Ozone,1
Onondaga,2020-03-08,41,Ozone,1
Onondaga,2020-03-09,47,Ozone,1
Onondaga,2020-03-10,42,Ozone,1
Onondaga,2020-03-11,32,Ozone,1
Onondaga,2020-03-12,31,Ozone,1
Onondaga,2020-03-13,36,Ozone,1
Onondaga,2020-03-14,33,Ozone,1
Onondaga,2020-03-15,39,Ozone,1
Onondaga,2020-03-16,40,Ozone,1
Onondaga,2020-03-17,35,Ozone,1
Onondaga,2020-03-18,37,Ozone,1
Onondaga,2020-03-19,28,Ozone,1
Onondaga,2020-03-20,33,Ozone,1
Onondaga,2020-03-21,35,Ozone,1
Onondaga,2020-03-22,37,Ozone,1
Onondaga,2020-03-23,33,Ozone,1
Onondaga,2020-03-24,34,Ozone,1
Onondaga,2020-03-25,38,Ozone,1
