county,date,aqi,pollutant,number_of_sites_reporting
Hamilton,2020-12-11,21,Ozone,1
Hamilton,2020-12-12,14,Ozone,1
Hamilton,2020-12-13,31,Ozone,1
Hamilton,2020-12-14,30,Ozone,1
Hamilton,2020-12-15,30,Ozone,1
Hamilton,2020-12-16,29,Ozone,1
Hamilton,2020-12-17,32,Ozone,1
Hamilton,2020-12-18,27,Ozone,1
Hamilton,2020-12-19,27,Ozone,1
Hamilton,2020-12-20,24,Ozone,1
Hamilton,2020-12-21,17,Ozone,1
Hamilton,2020-12-22,31,Ozone,1
Hamilton,2020-12-23,31,Ozone,1
Hamilton,2020-12-24,33,Ozone,1
Hamilton,2020-12-25,33,Ozone,1
Hamilton,2020-12-26,24,Ozone,1
Hamilton,2020-12-27,25,Ozone,1
Hamilton,2020-12-28,31,Ozone,1
Hamilton,2020-12-29,32,Ozone,1
Hamilton,2020-12-30,29,Ozone,1
Hamilton,2020-12-31,31,Ozone,1
Jefferson,2020-01-01,32,Ozone,1
Jefferson,2020-01-02,32,Ozone,1
Jefferson,2020-01-03,28,Ozone,1
Jefferson,2020-01-04,23,Ozone,1
Jefferson,2020-01-05,31,Ozone,1
Jefferson,2020-01-06,31,Ozone,1
Jefferson,2020-01-07,34,Ozone,1
Jefferson,2020-01-08,31,Ozone,1
Jefferson,2020-01-09,30,Ozone,1
Jefferson,2020-01-10,27,Ozone,1
Jefferson,2020-01-11,29,Ozone,1
Jefferson,2020-01-12,30,Ozone,1
Jefferson,2020-01-13,26,Ozone,1
Jefferson,2020-01-14,18,Ozone,1
Jefferson,2020-01-15,23,Ozone,1
Jefferson,2020-01-16,34,Ozone,1
Jefferson,2020-01-17,33,Ozone,1
Jefferson,2020-01-18,33,Ozone,1
Jefferson,2020-01-19,34,Ozone,1
Jefferson,2020-01-20,36,Ozone,1
Jefferson,2020-01-21,37,Ozone,1
Jefferson,2020-01-22,35,Ozone,1
Jefferson,2020-01-23,34,Ozone,1
Jefferson,2020-01-25,35,Ozone,1
Jefferson,2020-01-26,20,Ozone,1
Jefferson,2020-01-27,27,Ozone,1
Jefferson,2020-01-28,34,Ozone,1
Jefferson,2020-01-29,34,Ozone,1
Jefferson,2020-01-30,31,Ozone,1
Jefferson,2020-01-31,25,Ozone,1
Jefferson,2020-02-01,34,Ozone,1
Jefferson,2020-02-02,27,Ozone,1
Jefferson,2020-02-03,33,Ozone,1
Jefferson,2020-02-04,31,Ozone,1
Jefferson,2020-02-05,31,Ozone,1
Jefferson,2020-02-06,29,Ozone,1
Jefferson,2020-02-07,33,Ozone,1
Jefferson,2020-02-08,35,Ozone,1
Jefferson,2020-02-09,36,Ozone,1
Jefferson,2020-02-10,32,Ozone,1
Jefferson,2020-02-11,35,Ozone,1
Jefferson,2020-02-12,39,Ozone,1
Jefferson,2020-02-13,31,Ozone,1
Jefferson,2020-02-14,32,Ozone,1
Jefferson,2020-02-15,38,Ozone,1
Jefferson,2020-02-16,36,Ozone,1
Jefferson,2020-02-17,36,Ozone,1
Jefferson,2020-02-18,37,Ozone,1
Jefferson,2020-02-19,36,Ozone,1
Jefferson,2020-02-20,36,Ozone,1
Jefferson,2020-02-21,40,Ozone,1
Jefferson,2020-02-22,35,Ozone,1
Jefferson,2020-02-23,46,Ozone,1
Jefferson,2020-02-24,41,Ozone,1
Jefferson,2020-02-25,41,Ozone,1
Jefferson,2020-02-26,33,Ozone,1
Jefferson,2020-02-27,38,Ozone,1
Jefferson,2020-02-28,38,Ozone,1
Jefferson,2020-02-29,31,Ozone,1
Jefferson,2020-03-01,37,Ozone,1
Jefferson,2020-03-02,40,Ozone,1
Jefferson,2020-03-03,33,Ozone,1
Jefferson,2020-03-04,33,Ozone,1
Jefferson,2020-03-05,35,Ozone,1
Jefferson,2020-03-06,37,Ozone,1
Jefferson,2020-03-07,38,Ozone,1
Jefferson,2020-03-08,41,Ozone,1
Jefferson,2020-03-09,48,Ozone,1
Jefferson,2020-03-10,40,Ozone,1
Jefferson,2020-03-11,32,Ozone,1
Jefferson,2020-03-12,31,Ozone,1
Jefferson,2020-03-13,35,Ozone,1
Jefferson,2020-03-14,36,Ozone,1
Jefferson,2020-03-15,38,Ozone,1
Jefferson,2020-03-16,39,Ozone,1
Jefferson,2020-03-17,37,Ozone,1
Jefferson,2020-03-18,41,Ozone,1
Jefferson,2020-03-19,31,Ozone,1
Jefferson,2020-03-20,32,Ozone,1
Jefferson,2020-03-21,37,Ozone,1
Jefferson,2020-03-22,36,Ozone,1
Jefferson,2020-03-23,36,Ozone,1
Jefferson,2020-03-24,35,Ozone,1
Jefferson,2020-03-25,34,Ozone,1
Jefferson,2020-03-26,40,Ozone,1
Jefferson,2020-03-27,28,Ozone,1
Jefferson,2020-03-28,37,Ozone,1
Jefferson,2020-03-29,37,Ozone,1
Jefferson,2020-03-30,35,Ozone,1
Jefferson,2020-03-31,42,Ozone,1
Jefferson,2020-04-01,42,Ozone,1
Jefferson,2020-04-02,37,Ozone,1
Jefferson,2020-04-03,34,Ozone,1
Jefferson,2020-04-04,31,Ozone,1
Jefferson,2020-04-05,30,Ozone,1
Jefferson,2020-04-06,34,Ozone,1
Jefferson,2020-04-07,43,Ozone,1
Jefferson,2020-04-08,36,Ozone,1
Jefferson,2020-04-09,36,Ozone,1
Jefferson,2020-04-10,32,Ozone,1
Jefferson,2020-04-11,40,Ozone,1
Jefferson,2020-04-12,44,Ozone,1
Jefferson,2020-04-13,41,Ozone,1
Jefferson,2020-04-14,42,Ozone,1
Jefferson,2020-04-15,40,Ozone,1
Jefferson,2020-04-16,35,Ozone,1
Jefferson,2020-04-18,46,Ozone,1
Jefferson,2020-04-19,42,Ozone,1
Jefferson,2020-04-20,40,Ozone,1
Jefferson,2020-04-21,40,Ozone,1
Jefferson,2020-04-22,44,Ozone,1
Jefferson,2020-04-23,43,Ozone,1
Jefferson,2020-04-24,42,Ozone,1
Jefferson,2020-04-25,44,Ozone,1
Jefferson,2020-04-26,38,Ozone,1
Jefferson,2020-04-27,40,Ozone,1
Jefferson,2020-04-28,42,Ozone,1
Jefferson,2020-04-29,44,Ozone,1
Jefferson,2020-04-30,39,Ozone,1
Jefferson,2020-05-02,40,Ozone,1
Jefferson,2020-05-03,48,Ozone,1
Jefferson,2020-05-04,30,Ozone,1
Jefferson,2020-05-05,32,Ozone,1
Jefferson,2020-05-06,35,Ozone,1
Jefferson,2020-05-07,38,Ozone,1
Jefferson,2020-05-08,31,Ozone,1
Jefferson,2020-05-09,34,Ozone,1
Jefferson,2020-05-10,38,Ozone,1
Jefferson,2020-05-11,22,Ozone,1
Jefferson,2020-05-12,32,Ozone,1
Jefferson,2020-05-13,36,Ozone,1
Jefferson,2020-05-14,47,Ozone,1
Jefferson,2020-05-15,31,Ozone,1
Jefferson,2020-05-16,31,Ozone,1
Jefferson,2020-05-17,39,Ozone,1
Jefferson,2020-05-18,40,Ozone,1
Jefferson,2020-05-19,41,Ozone,1
Jefferson,2020-05-20,39,Ozone,1
Jefferson,2020-05-21,54,Ozone,1
Jefferson,2020-05-22,47,Ozone,1
Jefferson,2020-05-23,47,Ozone,1
Jefferson,2020-05-24,41,Ozone,1
Jefferson,2020-05-25,39,Ozone,1
Jefferson,2020-05-26,46,Ozone,1
Jefferson,2020-05-27,47,Ozone,1
Jefferson,2020-05-28,28,Ozone,1
Jefferson,2020-05-29,33,Ozone,1
Jefferson,2020-05-30,34,Ozone,1
Jefferson,2020-05-31,28,Ozone,1
Jefferson,2020-06-01,41,Ozone,1
Jefferson,2020-06-02,37,Ozone,1
Jefferson,2020-06-03,38,Ozone,1
Jefferson,2020-06-04,51,Ozone,1
Jefferson,2020-06-05,71,Ozone,1
Jefferson,2020-06-06,40,Ozone,1
Jefferson,2020-06-07,22,Ozone,1
Jefferson,2020-06-08,28,Ozone,1
Jefferson,2020-06-09,45,Ozone,1
Jefferson,2020-06-10,40,Ozone,1
Jefferson,2020-06-11,35,Ozone,1
Jefferson,2020-06-12,32,Ozone,1
Jefferson,2020-06-13,19,Ozone,1
Jefferson,2020-06-14,27,Ozone,1
Jefferson,2020-06-15,29,Ozone,1
Jefferson,2020-06-16,35,Ozone,1
Jefferson,2020-06-17,41,Ozone,1
Jefferson,2020-06-18,54,Ozone,1
Jefferson,2020-06-19,45,Ozone,1
Jefferson,2020-06-20,40,Ozone,1
Jefferson,2020-06-21,42,Ozone,1
Jefferson,2020-06-22,54,Ozone,1
Jefferson,2020-06-23,46,Ozone,1
Jefferson,2020-06-24,39,Ozone,1
Jefferson,2020-06-25,34,Ozone,1
Jefferson,2020-06-26,43,Ozone,1
Jefferson,2020-06-27,46,Ozone,1
Jefferson,2020-06-28,34,Ozone,1
Jefferson,2020-06-29,34,Ozone,1
Jefferson,2020-06-30,34,Ozone,1
Jefferson,2020-07-01,34,Ozone,1
Jefferson,2020-07-02,37,Ozone,1
Jefferson,2020-07-03,31,Ozone,1
Jefferson,2020-07-04,32,Ozone,1
Jefferson,2020-07-05,38,Ozone,1
Jefferson,2020-07-06,32,Ozone,1
Jefferson,2020-07-07,51,Ozone,1
Jefferson,2020-07-08,47,Ozone,1
Jefferson,2020-07-09,67,Ozone,1
Jefferson,2020-07-10,48,Ozone,1
Jefferson,2020-07-11,23,Ozone,1
Jefferson,2020-07-12,25,Ozone,1
Jefferson,2020-07-14,19,Ozone,1
Jefferson,2020-07-15,30,Ozone,1
Jefferson,2020-07-16,35,Ozone,1
Jefferson,2020-07-17,43,Ozone,1
Jefferson,2020-07-18,90,Ozone,1
Jefferson,2020-07-19,41,Ozone,1
Jefferson,2020-07-20,37,Ozone,1
Jefferson,2020-07-21,19,Ozone,1
Jefferson,2020-07-22,31,Ozone,1
Jefferson,2020-07-23,32,Ozone,1
Jefferson,2020-07-24,29,Ozone,1
Jefferson,2020-07-25,33,Ozone,1
Jefferson,2020-07-26,71,Ozone,1
Jefferson,2020-07-27,48,Ozone,1
Jefferson,2020-07-28,33,Ozone,1
Jefferson,2020-07-29,44,Ozone,1
Jefferson,2020-07-30,25,Ozone,1
Jefferson,2020-07-31,26,Ozone,1
Jefferson,2020-08-01,27,Ozone,1
Jefferson,2020-08-02,31,Ozone,1
Jefferson,2020-08-03,28,Ozone,1
Jefferson,2020-08-04,17,Ozone,1
Jefferson,2020-08-05,32,Ozone,1
Jefferson,2020-08-06,25,Ozone,1
Jefferson,2020-08-07,31,Ozone,1
Jefferson,2020-08-08,44,Ozone,1
Jefferson,2020-08-09,45,Ozone,1
Jefferson,2020-08-10,51,Ozone,1
Jefferson,2020-08-11,51,Ozone,1
Jefferson,2020-08-12,30,Ozone,1
Jefferson,2020-08-13,31,Ozone,1
Jefferson,2020-08-14,31,Ozone,1
Jefferson,2020-08-15,31,Ozone,1
Jefferson,2020-08-16,31,Ozone,1
Jefferson,2020-08-17,37,Ozone,1
Jefferson,2020-08-18,23,Ozone,1
Jefferson,2020-08-19,18,Ozone,1
Jefferson,2020-08-20,34,Ozone,1
Jefferson,2020-08-21,40,Ozone,1
Jefferson,2020-08-22,31,Ozone,1
Jefferson,2020-08-23,50,Ozone,1
Jefferson,2020-08-24,58,Ozone,1
Jefferson,2020-08-25,34,Ozone,1
Jefferson,2020-08-26,27,Ozone,1
Jefferson,2020-08-27,12,Ozone,1
Jefferson,2020-08-28,24,Ozone,1
Jefferson,2020-08-29,30,Ozone,1
Jefferson,2020-08-30,24,Ozone,1
Jefferson,2020-08-31,25,Ozone,1
Jefferson,2020-09-01,30,Ozone,1
Jefferson,2020-09-02,30,Ozone,1
Jefferson,2020-09-03,32,Ozone,1
Jefferson,2020-09-04,34,Ozone,1
Jefferson,2020-09-05,32,Ozone,1
Jefferson,2020-09-06,30,Ozone,1
Jefferson,2020-09-07,35,Ozone,1
Jefferson,2020-09-08,15,Ozone,1
Jefferson,2020-09-09,16,Ozone,1
Jefferson,2020-09-10,11,Ozone,1
Jefferson,2020-09-11,23,Ozone,1
Jefferson,2020-09-12,29,Ozone,1
Jefferson,2020-09-13,29,Ozone,1
Jefferson,2020-09-14,23,Ozone,1
Jefferson,2020-09-15,23,Ozone,1
Jefferson,2020-09-16,36,Ozone,1
Jefferson,2020-09-17,21,Ozone,1
Jefferson,2020-09-18,25,Ozone,1
Jefferson,2020-09-19,24,Ozone,1
Jefferson,2020-09-20,28,Ozone,1
Jefferson,2020-09-21,31,Ozone,1
Jefferson,2020-09-22,34,Ozone,1
Jefferson,2020-09-23,43,Ozone,1
Jefferson,2020-09-24,41,Ozone,1
Jefferson,2020-09-25,51,Ozone,1
Jefferson,2020-09-26,45,Ozone,1
Jefferson,2020-09-27,35,Ozone,1
Jefferson,2020-09-28,35,Ozone,1
Jefferson,2020-09-29,30,Ozone,1
Jefferson,2020-09-30,28,Ozone,1
Jefferson,2020-10-01,28,Ozone,1
Jefferson,2020-10-02,26,Ozone,1
Jefferson,2020-10-03,24,Ozone,1
Jefferson,2020-10-04,31,Ozone,1
Jefferson,2020-10-05,28,Ozone,1
Jefferson,2020-10-06,34,Ozone,1
Jefferson,2020-10-07,33,Ozone,1
Jefferson,2020-10-08,22,Ozone,1
Jefferson,2020-10-10,40,Ozone,1
Jefferson,2020-10-11,23,Ozone,1
Jefferson,2020-10-12,31,Ozone,1
Jefferson,2020-10-13,26,Ozone,1
Jefferson,2020-10-14,32,Ozone,1
Jefferson,2020-10-15,40,Ozone,1
Jefferson,2020-10-16,24,Ozone,1
Jefferson,2020-10-17,35,Ozone,1
Jefferson,2020-10-18,38,Ozone,1
Jefferson,2020-10-19,31,Ozone,1
Jefferson,2020-10-20,24,Ozone,1
Jefferson,2020-10-21,24,Ozone,1
Jefferson,2020-10-22,20,Ozone,1
Jefferson,2020-10-23,34,Ozone,1
Jefferson,2020-10-24,23,Ozone,1
Jefferson,2020-10-25,29,Ozone,1
Jefferson,2020-10-26,17,Ozone,1
Jefferson,2020-10-27,19,Ozone,1
Jefferson,2020-10-28,25,Ozone,1
Jefferson,2020-10-29,23,Ozone,1
Jefferson,2020-10-30,28,Ozone,1
Jefferson,2020-10-31,28,Ozone,1
Jefferson,2020-11-01,25,Ozone,1
Jefferson,2020-11-02,32,Ozone,1
Jefferson,2020-11-03,26,Ozone,1
Jefferson,2020-11-04,35,Ozone,1
Jefferson,2020-11-05,42,Ozone,1
Jefferson,2020-11-06,46,Ozone,1
Jefferson,2020-11-07,58,Ozone,1
Jefferson,2020-11-08,51,Ozone,1
Jefferson,2020-11-09,43,Ozone,1
Jefferson,2020-11-10,35,Ozone,1
Jefferson,2020-11-11,27,Ozone,1
Jefferson,2020-11-12,24,Ozone,1
Jefferson,2020-11-13,22,Ozone,1
Jefferson,2020-11-14,29,Ozone,1
Jefferson,2020-11-15,31,Ozone,1
Jefferson,2020-11-16,30,Ozone,1
Jefferson,2020-11-17,30,Ozone,1
Jefferson,2020-11-18,31,Ozone,1
Jefferson,2020-11-19,31,Ozone,1
Jefferson,2020-11-20,36,Ozone,1
Jefferson,2020-11-21,23,Ozone,1
Jefferson,2020-11-22,19,Ozone,1
Jefferson,2020-11-23,21,Ozone,1
Jefferson,2020-11-24,31,Ozone,1
Jefferson,2020-11-25,25,Ozone,1
Jefferson,2020-11-26,19,Ozone,1
Jefferson,2020-11-27,19,Ozone,1
Jefferson,2020-11-28,29,Ozone,1
Jefferson,2020-11-29,27,Ozone,1
Jefferson,2020-12-01,18,Ozone,1
Jefferson,2020-12-02,32,Ozone,1
Jefferson,2020-12-03,28,Ozone,1
Jefferson,2020-12-04,26,Ozone,1
Jefferson,2020-12-05,28,Ozone,1
Jefferson,2020-12-06,31,Ozone,1
Jefferson,2020-12-07,30,Ozone,1
Jefferson,2020-12-08,26,Ozone,1
Jefferson,2020-12-09,22,Ozone,1
Jefferson,2020-12-10,22,Ozone,1
Jefferson,2020-12-11,24,Ozone,1
Jefferson,2020-12-12,26,Ozone,1
Jefferson,2020-12-13,24,Ozone,1
Jefferson,2020-12-14,25,Ozone,1
Jefferson,2020-12-15,27,Ozone,1
Jefferson,2020-12-16,26,Ozone,1
Jefferson,2020-12-17,24,Ozone,1
Jefferson,2020-12-18,26,Ozone,1
Jefferson,2020-12-19,29,Ozone,1
Jefferson,2020-12-20,28,Ozone,1
Jefferson,2020-12-21,22,Ozone,1
Jefferson,2020-12-22,26,Ozone,1
Jefferson,2020-12-23,31,Ozone,1
Jefferson,2020-12-24,31,Ozone,1
Jefferson,2020-12-25,25,Ozone,1
Jefferson,2020-12-26,31,Ozone,1
Jefferson,2020-12-27,29,Ozone,1
Jefferson,2020-12-28,30,Ozone,1
Jefferson,2020-12-29,30,Ozone,1
Jefferson,2020-12-30,32,Ozone,1
Jefferson,2020-12-31,30,Ozone,1
Kings,2020-01-01,30,PM2.5,3
Kings,2020-01-02,50,PM2.5,2
Kings,2020-01-03,57,PM2.5,2
Kings,2020-01-04,51,PM2.5,3
Kings,2020-01-05,30,PM2.5,2
Kings,2020-01-06,41,PM2.5,2
Kings,2020-01-07,43,PM2.5,3
Kings,2020-01-08,43,PM2.5,2
Kings,2020-01-09,40,PM2.5,2
Kings,2020-01-10,42,PM2.5,3
Kings,2020-01-11,52,PM2.5,2
Kings,2020-01-12,34,PM2.5,2
Kings,2020-01-13,47,PM2.5,3
Kings,2020-01-14,46,PM2.5,2
Kings,2020-01-15,49,PM2.5,2
Kings,2020-01-16,35,PM2.5,3
Kings,2020-01-17,33,PM2.5,2
Kings,2020-01-18,23,PM2.5,2
Kings,2020-01-19,33,PM2.5,3
Kings,2020-01-20,32,PM2.5,2
Kings,2020-01-21,36,PM2.5,2
Kings,2020-01-22,48,PM2.5,3
Kings,2020-01-23,59,PM2.5,2
Kings,2020-01-24,65,PM2.5,2
Kings,2020-01-25,30,PM2.5,3
Kings,2020-01-26,27,PM2.5,2
Kings,2020-01-27,30,PM2.5,2
Kings,2020-01-28,23,PM2.5,3
Kings,2020-01-29,27,PM2.5,2
Kings,2020-01-30,34,PM2.5,2
Kings,2020-01-31,36,PM2.5,3
Kings,2020-02-01,44,PM2.5,2
Kings,2020-02-02,35,PM2.5,2
Kings,2020-02-03,44,PM2.5,3
Kings,2020-02-04,56,PM2.5,2
Kings,2020-02-05,24,PM2.5,2
Kings,2020-02-06,52,PM2.5,3
Kings,2020-02-07,20,PM2.5,2
Kings,2020-02-08,33,PM2.5,2
Kings,2020-02-09,37,PM2.5,3
Kings,2020-02-10,31,PM2.5,2
Kings,2020-02-11,39,PM2.5,2
Kings,2020-02-12,33,PM2.5,3
Kings,2020-02-13,28,PM2.5,2
Kings,2020-02-14,28,PM2.5,2
Kings,2020-02-15,27,PM2.5,3
Kings,2020-02-16,33,PM2.5,2
Kings,2020-02-17,42,PM2.5,2
Kings,2020-02-18,51,PM2.5,3
Kings,2020-02-19,27,PM2.5,2
Kings,2020-02-20,19,PM2.5,2
Kings,2020-02-21,25,PM2.5,3
Kings,2020-02-22,33,PM2.5,2
Kings,2020-02-23,45,PM2.5,2
Kings,2020-02-24,60,PM2.5,3
Kings,2020-02-25,35,PM2.5,2
Kings,2020-02-26,18,PM2.5,2
Kings,2020-02-27,13,PM2.5,3
Kings,2020-02-28,23,PM2.5,2
Kings,2020-02-29,18,PM2.5,1
Kings,2020-03-01,22,PM2.5,2
Kings,2020-03-02,43,PM2.5,1
Kings,2020-03-03,37,PM2.5,1
Kings,2020-03-04,19,PM2.5,2
Kings,2020-03-05,21,PM2.5,1
Kings,2020-03-06,19,PM2.5,1
Kings,2020-03-07,21,PM2.5,3
Kings,2020-03-08,23,PM2.5,2
Kings,2020-03-09,38,PM2.5,2
Kings,2020-03-10,34,PM2.5,1
Kings,2020-03-11,19,PM2.5,1
Kings,2020-03-12,27,PM2.5,2
Kings,2020-03-13,20,PM2.5,2
Kings,2020-03-14,17,PM2.5,2
Kings,2020-03-15,18,PM2.5,2
Kings,2020-03-16,19,PM2.5,2
Kings,2020-03-17,22,PM2.5,2
Kings,2020-03-18,22,PM2.5,2
Kings,2020-03-19,18,PM2.5,2
Kings,2020-03-20,28,PM2.5,2
Kings,2020-03-21,17,PM2.5,2
Kings,2020-03-22,23,PM2.5,2
Kings,2020-03-23,7,PM2.5,2
Kings,2020-03-24,13,PM2.5,2
Kings,2020-03-25,18,PM2.5,2
Kings,2020-03-26,25,PM2.5,2
Kings,2020-03-27,27,PM2.5,2
Kings,2020-03-28,18,PM2.5,2
Kings,2020-03-29,5,PM2.5,2
Kings,2020-03-30,17,PM2.5,2
Kings,2020-03-31,8,PM2.5,2
Kings,2020-04-01,15,PM2.5,2
Kings,2020-04-02,8,PM2.5,2
Kings,2020-04-03,8,PM2.5,2
Kings,2020-04-04,10,PM2.5,2
Kings,2020-04-05,33,PM2.5,2
Kings,2020-04-06,16,PM2.5,2
Kings,2020-04-07,18,PM2.5,2
Kings,2020-04-08,30,PM2.5,2
Kings,2020-04-09,12,PM2.5,2
Kings,2020-04-10,9,PM2.5,2
Kings,2020-04-11,15,PM2.5,2
Kings,2020-04-12,32,PM2.5,2
Kings,2020-04-13,18,PM2.5,2
Kings,2020-04-14,11,PM2.5,2
Kings,2020-04-15,15,PM2.5,2
Kings,2020-04-16,15,PM2.5,2
Kings,2020-04-17,17,PM2.5,2
Kings,2020-04-18,13,PM2.5,2
Kings,2020-04-19,28,PM2.5,2
Kings,2020-04-20,14,PM2.5,2
Kings,2020-04-21,15,PM2.5,2
Kings,2020-04-22,11,PM2.5,2
Kings,2020-04-23,19,PM2.5,2
Kings,2020-04-24,14,PM2.5,2
Kings,2020-04-25,25,PM2.5,2
Kings,2020-04-26,8,PM2.5,2
Kings,2020-04-27,3,PM2.5,2
Kings,2020-04-28,15,PM2.5,2
Kings,2020-04-29,21,PM2.5,2
Kings,2020-04-30,24,PM2.5,2
Kings,2020-05-01,5,PM2.5,2
Kings,2020-05-02,10,PM2.5,2
Kings,2020-05-03,28,PM2.5,2
Kings,2020-05-04,11,PM2.5,2
Kings,2020-05-05,9,PM2.5,2
Kings,2020-05-06,13,PM2.5,2
Kings,2020-05-07,10,PM2.5,2
Kings,2020-05-08,9,PM2.5,2
Kings,2020-05-09,3,PM2.5,2
Kings,2020-05-10,10,PM2.5,2
Kings,2020-05-11,10,PM2.5,2
Kings,2020-05-12,7,PM2.5,2
Kings,2020-05-13,19,PM2.5,2
Kings,2020-05-14,24,PM2.5,2
Kings,2020-05-15,40,PM2.5,2
Kings,2020-05-16,11,PM2.5,2
Kings,2020-05-17,4,PM2.5,2
Kings,2020-05-18,9,PM2.5,2
Kings,2020-05-19,10,PM2.5,2
Kings,2020-05-20,6,PM2.5,2
Kings,2020-05-21,15,PM2.5,2
Kings,2020-05-22,16,PM2.5,2
Kings,2020-05-23,6,PM2.5,2
Kings,2020-05-24,20,PM2.5,2
Kings,2020-05-25,19,PM2.5,2
Kings,2020-05-26,6,PM2.5,2
Kings,2020-05-27,0,PM2.5,2
Kings,2020-05-28,8,PM2.5,2
Kings,2020-05-29,13,PM2.5,2
Kings,2020-05-30,5,PM2.5,2
Kings,2020-05-31,0,PM2.5,2
Kings,2020-06-01,8,PM2.5,2
Kings,2020-06-02,15,PM2.5,2
Kings,2020-06-03,33,PM2.5,2
Kings,2020-06-04,32,PM2.5,2
Kings,2020-06-05,20,PM2.5,2
Kings,2020-06-06,13,PM2.5,2
Kings,2020-06-07,4,PM2.5,2
Kings,2020-06-08,10,PM2.5,2
Kings,2020-06-09,32,PM2.5,2
Kings,2020-06-10,34,PM2.5,2
Kings,2020-06-11,27,PM2.5,2
Kings,2020-06-12,7,PM2.5,2
Kings,2020-06-13,0,PM2.5,2
Kings,2020-06-14,7,PM2.5,2
Kings,2020-06-15,12,PM2.5,2
Kings,2020-06-16,10,PM2.5,2
Kings,2020-06-17,7,PM2.5,2
Kings,2020-06-18,6,PM2.5,2
Kings,2020-06-19,18,PM2.5,2
Kings,2020-06-20,29,PM2.5,2
Kings,2020-06-21,17,PM2.5,2
Kings,2020-06-22,11,PM2.5,2
Kings,2020-06-23,27,PM2.5,2
Kings,2020-06-24,22,PM2.5,2
Kings,2020-06-25,23,PM2.5,2
Kings,2020-06-26,19,PM2.5,2
Kings,2020-06-27,47,PM2.5,2
Kings,2020-06-28,29,PM2.5,2
Kings,2020-06-29,13,PM2.5,2
Kings,2020-06-30,7,PM2.5,2
Kings,2020-07-01,20,PM2.5,2
Kings,2020-07-02,25,PM2.5,2
Kings,2020-07-03,43,PM2.5,2
Kings,2020-07-04,57,PM2.5,2
Kings,2020-07-05,50,PM2.5,2
Kings,2020-07-06,36,PM2.5,2
Kings,2020-07-07,13,PM2.5,2
Kings,2020-07-08,10,PM2.5,2
Kings,2020-07-09,10,PM2.5,2
Kings,2020-07-11,14,PM2.5,2
Kings,2020-07-12,9,PM2.5,2
Kings,2020-07-13,5,PM2.5,2
Kings,2020-07-14,8,PM2.5,2
Kings,2020-07-15,5,PM2.5,2
Kings,2020-07-16,0,PM2.5,2
Kings,2020-07-17,21,PM2.5,2
Kings,2020-07-18,33,PM2.5,2
Kings,2020-07-19,41,PM2.5,2
Kings,2020-07-20,30,PM2.5,2
Kings,2020-07-21,19,PM2.5,2
Kings,2020-07-22,49,PM2.5,2
Kings,2020-07-23,27,PM2.5,2
Kings,2020-07-24,14,PM2.5,2
Kings,2020-07-25,21,PM2.5,2
Kings,2020-07-26,21,PM2.5,2
Kings,2020-07-27,43,PM2.5,2
Kings,2020-07-28,35,PM2.5,2
Kings,2020-07-29,39,PM2.5,2
Kings,2020-07-30,54,PM2.5,2
Kings,2020-07-31,31,PM2.5,2
Kings,2020-08-01,52,PM2.5,2
Kings,2020-08-02,39,PM2.5,2
Kings,2020-08-03,18,PM2.5,1
Kings,2020-08-04,16,PM2.5,1
Kings,2020-08-05,20,PM2.5,1
Kings,2020-08-06,35,PM2.5,1
Kings,2020-08-07,47,PM2.5,2
Kings,2020-08-08,16,PM2.5,1
Kings,2020-08-09,23,PM2.5,1
Kings,2020-08-10,55,PM2.5,2
Kings,2020-08-11,36,PM2.5,1
Kings,2020-08-12,53,PM2.5,1
Kings,2020-08-13,59,PM2.5,2
Kings,2020-08-14,35,PM2.5,2
Kings,2020-08-15,25,PM2.5,2
Kings,2020-08-16,29,PM2.5,3
Kings,2020-08-17,19,PM2.5,2
Kings,2020-08-18,15,PM2.5,2
Kings,2020-08-19,35,PM2.5,3
Kings,2020-08-20,12,PM2.5,2
Kings,2020-08-21,28,PM2.5,2
Kings,2020-08-22,41,PM2.5,3
Kings,2020-08-23,23,PM2.5,2
Kings,2020-08-24,18,PM2.5,2
Kings,2020-08-25,37,PM2.5,3
Kings,2020-08-26,6,PM2.5,2
Kings,2020-08-27,32,PM2.5,2
Kings,2020-08-28,35,PM2.5,3
Kings,2020-08-29,10,PM2.5,2
Kings,2020-08-30,5,PM2.5,2
Kings,2020-08-31,15,PM2.5,3
Kings,2020-09-01,9,PM2.5,2
Kings,2020-09-02,14,PM2.5,2
Kings,2020-09-03,27,PM2.5,3
Kings,2020-09-04,20,PM2.5,2
Kings,2020-09-05,10,PM2.5,2
Kings,2020-09-06,32,PM2.5,3
Kings,2020-09-07,10,PM2.5,2
Kings,2020-09-08,18,PM2.5,2
Kings,2020-09-09,31,PM2.5,3
Kings,2020-09-10,4,PM2.5,2
Kings,2020-09-11,16,PM2.5,2
Kings,2020-09-12,16,PM2.5,3
Kings,2020-09-13,16,PM2.5,2
Kings,2020-09-14,12,PM2.5,2
Kings,2020-09-15,14,PM2.5,3
Kings,2020-09-16,9,PM2.5,2
Kings,2020-09-17,20,PM2.5,2
Kings,2020-09-18,27,PM2.5,3
Kings,2020-09-19,7,PM2.5,2
Kings,2020-09-20,9,PM2.5,2
Kings,2020-09-21,15,PM2.5,3
Kings,2020-09-22,10,PM2.5,2
Kings,2020-09-23,41,PM2.5,2
