Report Date,County,Place of Fatality,Deaths by County of Residence
3/27/21,Cattaraugus,78,79
3/27/21,Cayuga,77,90
3/27/21,Chautauqua,124,130
3/27/21,Chemung,161,131
3/27/21,Chenango,53,72
3/27/21,Clinton,35,30
3/27/21,Columbia,97,97
3/27/21,Cortland,58,60
3/27/21,Delaware,17,34
3/27/21,Dutchess,452,425
3/27/21,Erie,1806,1648
3/27/21,Essex,19,26
3/27/21,Franklin,10,12
3/27/21,Fulton,60,85
3/27/21,Genesee,105,121
3/27/21,Greene,30,73
3/27/21,Hamilton,0,2
3/27/21,Herkimer,53,107
3/27/21,Jefferson,54,63
3/27/21,Kings,6112,6792
3/27/21,Lewis,13,33
3/27/21,Livingston,35,58
3/27/21,Madison,73,85
3/27/21,Manhattan,4655,2849
3/27/21,Monroe,1149,1017
3/27/21,Montgomery,100,112
3/27/21,Nassau,3662,3034
3/27/21,Niagara,216,328
3/27/21,Non-NYS,0,200
3/27/21,Oneida,515,493
3/27/21,Onondaga,747,652
3/27/21,Ontario,111,90
3/27/21,Orange,688,669
3/27/21,Orleans,49,82
3/27/21,Oswego,65,89
3/27/21,Otsego,65,46
3/27/21,Putnam,84,90
3/27/21,Queens,5297,6551
3/27/21,Rensselaer,108,133
3/27/21,Richmond,1072,1093
3/27/21,Rockland,675,714
3/27/21,Saratoga,111,154
3/27/21,Schenectady,178,187
3/27/21,Schoharie,4,14
3/27/21,Schuyler,4,12
3/27/21,Seneca,30,56
3/27/21,St. Lawrence,87,94
3/27/21,Statewide Total,40330,40330
3/27/21,Steuben,118,140
3/27/21,Suffolk,3263,3232
3/27/21,Sullivan,51,64
3/27/21,Tioga,39,57
3/27/21,Tompkins,50,49
3/27/21,Ulster,138,236
3/27/21,Warren,77,55
3/27/21,Washington,32,55
3/27/21,Wayne,38,66
3/27/21,Westchester,2368,2190
3/27/21,Wyoming,36,49
3/27/21,Yates,20,26
3/28/20,Albany,0,0
3/28/20,Allegany,0,0
3/28/20,Bronx,0,0
3/28/20,Broome,4,0
3/28/20,Cattaraugus,0,0
3/28/20,Cayuga,0,0
3/28/20,Chautauqua,0,0
3/28/20,Chemung,0,0
3/28/20,Chenango,0,0
3/28/20,Clinton,0,0
3/28/20,Columbia,0,0
3/28/20,Cortland,0,0
3/28/20,Delaware,0,0
3/28/20,Dutchess,2,0
3/28/20,Erie,6,0
3/28/20,Essex,0,0
3/28/20,Franklin,0,0
3/28/20,Fulton,0,0
3/28/20,Genesee,0,0
3/28/20,Greene,0,0
3/28/20,Hamilton,0,0
3/28/20,Herkimer,1,0
3/28/20,Jefferson,0,0
3/28/20,Kings,0,0
3/28/20,Lewis,0,0
3/28/20,Livingston,0,0
3/28/20,Madison,1,0
3/28/20,Manhattan,0,0
3/28/20,Monroe,6,0
3/28/20,Montgomery,0,0
3/28/20,Nassau,100,0
3/28/20,Niagara,0,0
3/28/20,Non-NYS,0,0
3/28/20,Oneida,0,0
3/28/20,Onondaga,1,0
3/28/20,Ontario,0,0
3/28/20,Orange,10,0
3/28/20,Orleans,0,0
3/28/20,Oswego,0,0
3/28/20,Otsego,2,0
3/28/20,Putnam,0,0
3/28/20,Queens,0,0
3/28/20,Rensselaer,0,0
3/28/20,Richmond,0,0
3/28/20,Rockland,9,0
3/28/20,Saratoga,0,0
3/28/20,Schenectady,1,0
3/28/20,Schoharie,0,0
3/28/20,Schuyler,0,0
3/28/20,Seneca,0,0
3/28/20,St. Lawrence,0,0
3/28/20,Statewide Total,0,0
3/28/20,Steuben,0,0
3/28/20,Suffolk,52,0
3/28/20,Sullivan,0,0
3/28/20,Tioga,0,0
3/28/20,Tompkins,0,0
3/28/20,Ulster,0,0
3/28/20,Warren,1,0
3/28/20,Washington,0,0
3/28/20,Wayne,0,0
3/28/20,Westchester,54,0
3/28/20,Wyoming,0,0
3/28/20,Yates,0,0
3/28/21,Albany,542,340
3/28/21,Allegany,55,82
3/28/21,Bronx,3944,4347
3/28/21,Broome,376,343
3/28/21,Cattaraugus,78,79
3/28/21,Cayuga,77,90
3/28/21,Chautauqua,124,130
3/28/21,Chemung,161,131
3/28/21,Chenango,53,72
3/28/21,Clinton,35,30
3/28/21,Columbia,97,98
3/28/21,Cortland,58,60
3/28/21,Delaware,17,34
3/28/21,Dutchess,452,425
3/28/21,Erie,1809,1651
3/28/21,Essex,19,26
3/28/21,Franklin,10,12
3/28/21,Fulton,60,85
3/28/21,Genesee,105,121
3/28/21,Greene,30,73
3/28/21,Hamilton,0,2
3/28/21,Herkimer,53,107
3/28/21,Jefferson,54,63
3/28/21,Kings,6121,6803
3/28/21,Lewis,13,33
3/28/21,Livingston,35,58
3/28/21,Madison,73,85
3/28/21,Manhattan,4668,2855
3/28/21,Monroe,1151,1018
3/28/21,Montgomery,100,112
3/28/21,Nassau,3666,3038
3/28/21,Niagara,216,328
3/28/21,Non-NYS,0,203
3/28/21,Oneida,515,493
3/28/21,Onondaga,749,654
3/28/21,Ontario,111,90
3/28/21,Orange,690,670
3/28/21,Orleans,49,82
3/28/21,Oswego,65,89
3/28/21,Otsego,65,46
3/28/21,Putnam,84,90
3/28/21,Queens,5301,6556
3/28/21,Rensselaer,108,133
3/28/21,Richmond,1073,1095
3/28/21,Rockland,676,714
3/28/21,Saratoga,111,154
3/28/21,Schenectady,178,187
3/28/21,Schoharie,4,14
3/28/21,Schuyler,4,12
3/28/21,Seneca,30,56
3/28/21,St. Lawrence,87,94
3/28/21,Statewide Total,40390,40390
3/28/21,Steuben,118,140
3/28/21,Suffolk,3266,3235
3/28/21,Sullivan,51,64
3/28/21,Tioga,39,57
3/28/21,Tompkins,50,49
3/28/21,Ulster,139,237
3/28/21,Warren,77,55
3/28/21,Washington,32,55
3/28/21,Wayne,38,66
3/28/21,Westchester,2372,2194
3/28/21,Wyoming,36,49
3/28/21,Yates,20,26
3/29/20,Albany,0,0
3/29/20,Allegany,0,0
3/29/20,Bronx,0,0
3/29/20,Broome,4,0
3/29/20,Cattaraugus,0,0
3/29/20,Cayuga,0,0
3/29/20,Chautauqua,0,0
3/29/20,Chemung,0,0
3/29/20,Chenango,0,0
3/29/20,Clinton,0,0
3/29/20,Columbia,0,0
3/29/20,Cortland,0,0
3/29/20,Delaware,0,0
3/29/20,Dutchess,4,0
3/29/20,Erie,9,0
3/29/20,Essex,0,0
3/29/20,Franklin,0,0
3/29/20,Fulton,0,0
3/29/20,Genesee,0,0
3/29/20,Greene,0,0
3/29/20,Hamilton,0,0
3/29/20,Herkimer,1,0
3/29/20,Jefferson,0,0
3/29/20,Kings,0,0
3/29/20,Lewis,0,0
3/29/20,Livingston,0,0
3/29/20,Madison,1,0
3/29/20,Manhattan,0,0
3/29/20,Monroe,7,0
3/29/20,Montgomery,0,0
3/29/20,Nassau,130,0
3/29/20,Niagara,0,0
3/29/20,Non-NYS,0,0
3/29/20,Oneida,0,0
3/29/20,Onondaga,1,0
3/29/20,Ontario,0,0
3/29/20,Orange,11,0
3/29/20,Orleans,0,0
3/29/20,Oswego,0,0
3/29/20,Otsego,2,0
3/29/20,Putnam,0,0
3/29/20,Queens,0,0
3/29/20,Rensselaer,0,0
3/29/20,Richmond,0,0
3/29/20,Rockland,14,0
3/29/20,Saratoga,0,0
3/29/20,Schenectady,1,0
3/29/20,Schoharie,0,0
3/29/20,Schuyler,0,0
3/29/20,Seneca,0,0
3/29/20,St. Lawrence,0,0
3/29/20,Statewide Total,0,0
3/29/20,Steuben,0,0
3/29/20,Suffolk,60,0
3/29/20,Sullivan,0,0
3/29/20,Tioga,0,0
3/29/20,Tompkins,0,0
3/29/20,Ulster,0,0
3/29/20,Warren,1,0
3/29/20,Washington,0,0
3/29/20,Wayne,0,0
3/29/20,Westchester,63,0
3/29/20,Wyoming,0,0
3/29/20,Yates,0,0
3/29/21,Albany,542,340
3/29/21,Allegany,55,82
3/29/21,Bronx,3952,4355
3/29/21,Broome,376,343
3/29/21,Cattaraugus,78,79
3/29/21,Cayuga,77,90
3/29/21,Chautauqua,124,130
3/29/21,Chemung,161,131
3/29/21,Chenango,53,72
3/29/21,Clinton,35,30
3/29/21,Columbia,97,98
3/29/21,Cortland,58,60
3/29/21,Delaware,17,34
3/29/21,Dutchess,452,425
3/29/21,Erie,1810,1652
3/29/21,Essex,19,26
3/29/21,Franklin,10,12
3/29/21,Fulton,60,85
3/29/21,Genesee,105,121
3/29/21,Greene,30,73
3/29/21,Hamilton,0,2
3/29/21,Herkimer,53,107
3/29/21,Jefferson,54,63
3/29/21,Kings,6130,6813
3/29/21,Lewis,13,33
3/29/21,Livingston,35,58
3/29/21,Madison,73,85
3/29/21,Manhattan,4676,2861
3/29/21,Monroe,1151,1018
3/29/21,Montgomery,100,112
3/29/21,Nassau,3673,3046
3/29/21,Niagara,216,328
3/29/21,Non-NYS,0,203
3/29/21,Oneida,516,494
3/29/21,Onondaga,749,654
3/29/21,Ontario,111,90
3/29/21,Orange,690,670
3/29/21,Orleans,49,82
3/29/21,Oswego,65,89
3/29/21,Otsego,65,46
3/29/21,Putnam,84,90
3/29/21,Queens,5314,6569
3/29/21,Rensselaer,109,133
3/29/21,Richmond,1074,1096
3/29/21,Rockland,676,714
3/29/21,Saratoga,111,155
3/29/21,Schenectady,178,187
3/29/21,Schoharie,4,14
3/29/21,Schuyler,4,12
3/29/21,Seneca,30,56
3/29/21,St. Lawrence,87,94
3/29/21,Statewide Total,40451,40451
3/29/21,Steuben,118,140
3/29/21,Suffolk,3275,3243
3/29/21,Sullivan,51,64
3/29/21,Tioga,39,57
3/29/21,Tompkins,50,49
3/29/21,Ulster,139,237
3/29/21,Warren,77,55
3/29/21,Washington,32,55
3/29/21,Wayne,38,66
3/29/21,Westchester,2375,2198
3/29/21,Wyoming,36,49
3/29/21,Yates,20,26
3/30/20,Albany,0,0
3/30/20,Allegany,0,0
3/30/20,Bronx,0,0
3/30/20,Broome,4,0
3/30/20,Cattaraugus,0,0
3/30/20,Cayuga,0,0
3/30/20,Chautauqua,0,0
3/30/20,Chemung,0,0
3/30/20,Chenango,0,0
3/30/20,Clinton,0,0
3/30/20,Columbia,0,0
3/30/20,Cortland,0,0
3/30/20,Delaware,0,0
3/30/20,Dutchess,5,0
3/30/20,Erie,9,0
3/30/20,Essex,0,0
3/30/20,Franklin,0,0
3/30/20,Fulton,0,0
3/30/20,Genesee,0,0
3/30/20,Greene,0,0
3/30/20,Hamilton,0,0
3/30/20,Herkimer,1,0
3/30/20,Jefferson,0,0
3/30/20,Kings,0,0
3/30/20,Lewis,0,0
3/30/20,Livingston,0,0
3/30/20,Madison,1,0
3/30/20,Manhattan,0,0
3/30/20,Monroe,9,0
3/30/20,Montgomery,0,0
3/30/20,Nassau,178,0
3/30/20,Niagara,0,0
3/30/20,Non-NYS,0,0
3/30/20,Oneida,0,0
3/30/20,Onondaga,1,0
3/30/20,Ontario,0,0
3/30/20,Orange,13,0
3/30/20,Orleans,0,0
3/30/20,Oswego,0,0
3/30/20,Otsego,2,0
3/30/20,Putnam,0,0
3/30/20,Queens,0,0
3/30/20,Rensselaer,0,0
3/30/20,Richmond,0,0
3/30/20,Rockland,18,0
3/30/20,Saratoga,0,0
3/30/20,Schenectady,1,0
3/30/20,Schoharie,0,0
3/30/20,Schuyler,0,0
3/30/20,Seneca,0,0
3/30/20,St. Lawrence,0,0
3/30/20,Statewide Total,0,0
3/30/20,Steuben,0,0
3/30/20,Suffolk,71,0
3/30/20,Sullivan,0,0
3/30/20,Tioga,0,0
3/30/20,Tompkins,0,0
3/30/20,Ulster,0,0
3/30/20,Warren,1,0
3/30/20,Washington,0,0
3/30/20,Wayne,0,0
3/30/20,Westchester,85,0
3/30/20,Wyoming,0,0
3/30/20,Yates,0,0
3/30/21,Albany,542,340
3/30/21,Allegany,55,82
3/30/21,Bronx,3960,4364
3/30/21,Broome,376,343
3/30/21,Cattaraugus,78,79
3/30/21,Cayuga,77,90
3/30/21,Chautauqua,124,130
3/30/21,Chemung,161,131
3/30/21,Chenango,53,72
3/30/21,Clinton,35,30
3/30/21,Columbia,97,98
3/30/21,Cortland,58,60
3/30/21,Delaware,17,34
3/30/21,Dutchess,452,425
3/30/21,Erie,1813,1654
3/30/21,Essex,19,26
3/30/21,Franklin,10,12
3/30/21,Fulton,60,85
3/30/21,Genesee,105,121
3/30/21,Greene,30,73
3/30/21,Hamilton,0,2
3/30/21,Herkimer,53,107
3/30/21,Jefferson,54,63
3/30/21,Kings,6141,6825
3/30/21,Lewis,13,33
3/30/21,Livingston,35,58
3/30/21,Madison,73,85
3/30/21,Manhattan,4681,2864
3/30/21,Monroe,1154,1020
3/30/21,Montgomery,100,112
3/30/21,Nassau,3678,3051
3/30/21,Niagara,216,329
3/30/21,Non-NYS,0,203
3/30/21,Oneida,516,494
3/30/21,Onondaga,749,654
3/30/21,Ontario,111,90
3/30/21,Orange,693,672
3/30/21,Orleans,49,83
3/30/21,Oswego,65,89
3/30/21,Otsego,65,46
3/30/21,Putnam,84,90
3/30/21,Queens,5325,6580
3/30/21,Rensselaer,109,133
3/30/21,Richmond,1075,1096
3/30/21,Rockland,680,719
3/30/21,Saratoga,111,155
3/30/21,Schenectady,178,187
3/30/21,Schoharie,4,14
3/30/21,Schuyler,4,12
3/30/21,Seneca,30,56
3/30/21,St. Lawrence,87,94
3/30/21,Statewide Total,40513,40513
3/30/21,Steuben,118,140
3/30/21,Suffolk,3282,3250
3/30/21,Sullivan,51,64
3/30/21,Tioga,39,57
3/30/21,Tompkins,50,49
3/30/21,Ulster,139,238
3/30/21,Warren,77,55
3/30/21,Washington,32,55
3/30/21,Wayne,38,66
3/30/21,Westchester,2375,2198
3/30/21,Wyoming,37,50
3/30/21,Yates,20,26
3/31/20,Albany,1,0
3/31/20,Allegany,0,0
3/31/20,Bronx,0,0
3/31/20,Broome,4,0
3/31/20,Cattaraugus,0,0
3/31/20,Cayuga,0,0
3/31/20,Chautauqua,0,0
3/31/20,Chemung,0,0
3/31/20,Chenango,0,0
3/31/20,Clinton,0,0
3/31/20,Columbia,0,0
3/31/20,Cortland,0,0
3/31/20,Delaware,0,0
3/31/20,Dutchess,7,0
3/31/20,Erie,10,0
3/31/20,Essex,0,0
3/31/20,Franklin,0,0
3/31/20,Fulton,0,0
3/31/20,Genesee,0,0
3/31/20,Greene,0,0
3/31/20,Hamilton,0,0
3/31/20,Herkimer,1,0
3/31/20,Jefferson,0,0
3/31/20,Kings,0,0
3/31/20,Lewis,0,0
3/31/20,Livingston,0,0
3/31/20,Madison,1,0
3/31/20,Manhattan,0,0
3/31/20,Monroe,10,0
3/31/20,Montgomery,0,0
3/31/20,Nassau,214,0
3/31/20,Niagara,0,0
3/31/20,Non-NYS,0,0
3/31/20,Oneida,2,0
3/31/20,Onondaga,1,0
3/31/20,Ontario,0,0
3/31/20,Orange,16,0
3/31/20,Orleans,0,0
3/31/20,Oswego,0,0
3/31/20,Otsego,2,0
3/31/20,Putnam,5,0
3/31/20,Queens,0,0
3/31/20,Rensselaer,0,0
3/31/20,Richmond,0,0
3/31/20,Rockland,32,0
3/31/20,Saratoga,0,0
3/31/20,Schenectady,4,0
3/31/20,Schoharie,0,0
3/31/20,Schuyler,0,0
3/31/20,Seneca,0,0
3/31/20,St. Lawrence,0,0
3/31/20,Statewide Total,0,0
3/31/20,Steuben,0,0
3/31/20,Suffolk,94,0
3/31/20,Sullivan,2,0
3/31/20,Tioga,0,0
3/31/20,Tompkins,0,0
3/31/20,Ulster,0,0
3/31/20,Warren,1,0
3/31/20,Washington,0,0
3/31/20,Wayne,0,0
3/31/20,Westchester,107,0
3/31/20,Wyoming,0,0
3/31/20,Yates,0,0
3/31/21,Albany,543,340
3/31/21,Allegany,55,82
3/31/21,Bronx,3962,4366
3/31/21,Broome,377,344
3/31/21,Cattaraugus,78,79
3/31/21,Cayuga,77,90
3/31/21,Chautauqua,124,130
3/31/21,Chemung,161,131
3/31/21,Chenango,53,72
3/31/21,Clinton,35,30
3/31/21,Columbia,97,98
3/31/21,Cortland,58,60
3/31/21,Delaware,17,34
3/31/21,Dutchess,453,425
3/31/21,Erie,1816,1657
3/31/21,Essex,19,26
3/31/21,Franklin,10,12
3/31/21,Fulton,60,85
3/31/21,Genesee,105,121
3/31/21,Greene,30,73
3/31/21,Hamilton,0,2
3/31/21,Herkimer,53,107
3/31/21,Jefferson,54,63
3/31/21,Kings,6152,6836
3/31/21,Lewis,13,33
3/31/21,Livingston,35,58
3/31/21,Madison,73,85
3/31/21,Manhattan,4684,2864
3/31/21,Monroe,1154,1020
3/31/21,Montgomery,100,112
3/31/21,Nassau,3683,3055
3/31/21,Niagara,216,329
3/31/21,Non-NYS,0,204
3/31/21,Oneida,516,494
3/31/21,Onondaga,749,654
3/31/21,Ontario,111,90
3/31/21,Orange,697,677
3/31/21,Orleans,49,83
3/31/21,Oswego,65,89
3/31/21,Otsego,65,46
3/31/21,Putnam,84,90
3/31/21,Queens,5334,6593
3/31/21,Rensselaer,109,133
3/31/21,Richmond,1076,1097
3/31/21,Rockland,683,721
3/31/21,Saratoga,111,155
3/31/21,Schenectady,178,187
3/31/21,Schoharie,4,14
3/31/21,Schuyler,4,12
3/31/21,Seneca,30,56
3/31/21,St. Lawrence,87,94
3/31/21,Statewide Total,40570,40570
3/31/21,Steuben,118,140
3/31/21,Suffolk,3289,3257
3/31/21,Sullivan,52,65
3/31/21,Tioga,39,57
3/31/21,Tompkins,50,49
3/31/21,Ulster,139,239
3/31/21,Warren,77,55
3/31/21,Washington,32,55
3/31/21,Wayne,38,66
3/31/21,Westchester,2380,2203
3/31/21,Wyoming,37,50
3/31/21,Yates,20,26
4/1/20,Albany,2,0
4/1/20,Allegany,0,0
4/1/20,Bronx,0,0
4/1/20,Broome,4,0
4/1/20,Cattaraugus,0,0
4/1/20,Cayuga,0,0
4/1/20,Chautauqua,0,0
4/1/20,Chemung,0,0
4/1/20,Chenango,0,0
4/1/20,Clinton,0,0
4/1/20,Columbia,0,0
4/1/20,Cortland,0,0
4/1/20,Delaware,0,0
4/1/20,Dutchess,7,0
4/1/20,Erie,15,0
4/1/20,Essex,0,0
4/1/20,Franklin,0,0
4/1/20,Fulton,0,0
4/1/20,Genesee,0,0
4/1/20,Greene,0,0
4/1/20,Hamilton,0,0
4/1/20,Herkimer,1,0
4/1/20,Jefferson,0,0
4/1/20,Kings,0,0
4/1/20,Lewis,0,0
4/1/20,Livingston,0,0
4/1/20,Madison,1,0
4/1/20,Manhattan,0,0
4/1/20,Monroe,10,0
4/1/20,Montgomery,0,0
4/1/20,Nassau,255,0
4/1/20,Niagara,0,0
4/1/20,Non-NYS,0,0
4/1/20,Oneida,2,0
4/1/20,Onondaga,2,0
4/1/20,Ontario,0,0
4/1/20,Orange,19,0
4/1/20,Orleans,0,0
4/1/20,Oswego,0,0
4/1/20,Otsego,2,0
4/1/20,Putnam,6,0
4/1/20,Queens,0,0
4/1/20,Rensselaer,0,0
4/1/20,Richmond,0,0
4/1/20,Rockland,36,0
4/1/20,Saratoga,0,0
4/1/20,Schenectady,4,0
4/1/20,Schoharie,0,0
4/1/20,Schuyler,0,0
4/1/20,Seneca,0,0
4/1/20,St. Lawrence,0,0
4/1/20,Statewide Total,0,0
4/1/20,Steuben,0,0
4/1/20,Suffolk,111,0
4/1/20,Sullivan,3,0
4/1/20,Tioga,0,0
4/1/20,Tompkins,0,0
4/1/20,Ulster,0,0
4/1/20,Warren,1,0
4/1/20,Washington,0,0
4/1/20,Wayne,0,0
4/1/20,Westchester,128,0
4/1/20,Wyoming,0,0
4/1/20,Yates,0,0
4/1/21,Albany,543,340
4/1/21,Allegany,55,82
4/1/21,Bronx,3962,4369
4/1/21,Broome,377,344
4/1/21,Cattaraugus,78,79
4/1/21,Cayuga,77,90
4/1/21,Chautauqua,124,130
4/1/21,Chemung,161,131
4/1/21,Chenango,53,72
4/1/21,Clinton,35,30
4/1/21,Columbia,97,98
4/1/21,Cortland,58,60
4/1/21,Delaware,17,34
4/1/21,Dutchess,453,426
4/1/21,Erie,1820,1660
4/1/21,Essex,19,26
4/1/21,Franklin,10,12
4/1/21,Fulton,60,85
4/1/21,Genesee,105,121
4/1/21,Greene,30,73
4/1/21,Hamilton,0,2
4/1/21,Herkimer,53,107
4/1/21,Jefferson,54,63
4/1/21,Kings,6169,6855
4/1/21,Lewis,13,33
4/1/21,Livingston,35,58
4/1/21,Madison,73,85
4/1/21,Manhattan,4700,2874
4/1/21,Monroe,1154,1020
4/1/21,Montgomery,100,112
4/1/21,Nassau,3685,3057
4/1/21,Niagara,216,330
4/1/21,Non-NYS,0,206
4/1/21,Oneida,516,494
4/1/21,Onondaga,750,655
4/1/21,Ontario,111,90
4/1/21,Orange,702,680
4/1/21,Orleans,49,83
4/1/21,Oswego,65,89
4/1/21,Otsego,65,46
4/1/21,Putnam,85,90
4/1/21,Queens,5343,6602
4/1/21,Rensselaer,109,133
4/1/21,Richmond,1078,1099
4/1/21,Rockland,683,721
4/1/21,Saratoga,111,156
4/1/21,Schenectady,178,187
4/1/21,Schoharie,4,14
4/1/21,Schuyler,4,12
4/1/21,Seneca,30,56
4/1/21,St. Lawrence,87,94
4/1/21,Statewide Total,40635,40635
4/1/21,Steuben,118,140
4/1/21,Suffolk,3291,3259
4/1/21,Sullivan,53,66
4/1/21,Tioga,39,57
4/1/21,Tompkins,50,49
4/1/21,Ulster,139,239
4/1/21,Warren,78,55
4/1/21,Washington,32,55
4/1/21,Wayne,38,66
4/1/21,Westchester,2384,2208
4/1/21,Wyoming,37,50
4/1/21,Yates,20,26
4/2/20,Albany,4,0
4/2/20,Allegany,0,0
4/2/20,Bronx,0,0
4/2/20,Broome,4,0
4/2/20,Cattaraugus,0,0
4/2/20,Cayuga,0,0
4/2/20,Chautauqua,0,0
4/2/20,Chemung,0,0
4/2/20,Chenango,0,0
4/2/20,Clinton,0,0
4/2/20,Columbia,1,0
4/2/20,Cortland,0,0
4/2/20,Delaware,0,0
4/2/20,Dutchess,10,0
4/2/20,Erie,18,0
4/2/20,Essex,0,0
4/2/20,Franklin,0,0
4/2/20,Fulton,0,0
4/2/20,Genesee,0,0
4/2/20,Greene,0,0
4/2/20,Hamilton,0,0
4/2/20,Herkimer,1,0
4/2/20,Jefferson,0,0
4/2/20,Kings,0,0
4/2/20,Lewis,0,0
4/2/20,Livingston,0,0
4/2/20,Madison,1,0
4/2/20,Manhattan,0,0
4/2/20,Monroe,12,0
4/2/20,Montgomery,0,0
4/2/20,Nassau,329,0
4/2/20,Niagara,0,0
4/2/20,Non-NYS,0,0
4/2/20,Oneida,2,0
4/2/20,Onondaga,2,0
4/2/20,Ontario,0,0
4/2/20,Orange,25,0
4/2/20,Orleans,0,0
4/2/20,Oswego,0,0
4/2/20,Otsego,2,0
4/2/20,Putnam,6,0
4/2/20,Queens,0,0
4/2/20,Rensselaer,0,0
4/2/20,Richmond,0,0
4/2/20,Rockland,42,0
4/2/20,Saratoga,0,0
4/2/20,Schenectady,4,0
4/2/20,Schoharie,0,0
4/2/20,Schuyler,0,0
4/2/20,Seneca,0,0
4/2/20,St. Lawrence,0,0
4/2/20,Statewide Total,0,0
4/2/20,Steuben,1,0
4/2/20,Suffolk,139,0
4/2/20,Sullivan,4,0
4/2/20,Tioga,0,0
4/2/20,Tompkins,0,0
4/2/20,Ulster,0,0
4/2/20,Warren,1,0
4/2/20,Washington,0,0
4/2/20,Wayne,0,0
4/2/20,Westchester,159,0
4/2/20,Wyoming,0,0
4/2/20,Yates,0,0
4/2/21,Albany,543,340
4/2/21,Allegany,55,82
4/2/21,Bronx,3972,4379
4/2/21,Broome,378,345
4/2/21,Cattaraugus,78,79
4/2/21,Cayuga,77,90
4/2/21,Chautauqua,124,130
4/2/21,Chemung,162,131
4/2/21,Chenango,53,72
4/2/21,Clinton,35,30
4/2/21,Columbia,97,98
4/2/21,Cortland,58,60
4/2/21,Delaware,17,34
4/2/21,Dutchess,453,426
4/2/21,Erie,1823,1663
4/2/21,Essex,19,26
4/2/21,Franklin,10,12
4/2/21,Fulton,60,85
4/2/21,Genesee,105,121
4/2/21,Greene,30,73
4/2/21,Hamilton,0,2
4/2/21,Herkimer,53,107
4/2/21,Jefferson,54,63
4/2/21,Kings,6179,6866
4/2/21,Lewis,13,33
4/2/21,Livingston,35,58
4/2/21,Madison,73,85
4/2/21,Manhattan,4705,2877
4/2/21,Monroe,1155,1021
4/2/21,Montgomery,100,113
4/2/21,Nassau,3690,3061
4/2/21,Niagara,217,331
4/2/21,Non-NYS,0,207
4/2/21,Oneida,516,494
4/2/21,Onondaga,751,656
4/2/21,Ontario,111,90
4/2/21,Orange,704,682
4/2/21,Orleans,49,83
4/2/21,Oswego,65,89
4/2/21,Otsego,65,46
4/2/21,Putnam,86,90
4/2/21,Queens,5352,6613
4/2/21,Rensselaer,109,133
4/2/21,Richmond,1079,1100
4/2/21,Rockland,685,723
4/2/21,Saratoga,111,156
4/2/21,Schenectady,180,188
4/2/21,Schoharie,4,14
4/2/21,Schuyler,4,13
4/2/21,Seneca,30,56
4/2/21,St. Lawrence,87,94
4/2/21,Statewide Total,40696,40696
4/2/21,Steuben,118,140
4/2/21,Suffolk,3295,3263
4/2/21,Sullivan,53,66
4/2/21,Tioga,39,57
4/2/21,Tompkins,50,49
4/2/21,Ulster,139,239
4/2/21,Warren,78,55
4/2/21,Washington,32,55
4/2/21,Wayne,38,66
4/2/21,Westchester,2386,2210
4/2/21,Wyoming,37,50
4/2/21,Yates,20,26
4/3/20,Albany,6,0
4/3/20,Allegany,0,0
4/3/20,Bronx,0,0
4/3/20,Broome,4,0
4/3/20,Cattaraugus,0,0
4/3/20,Cayuga,0,0
4/3/20,Chautauqua,0,0
4/3/20,Chemung,0,0
4/3/20,Chenango,0,0
4/3/20,Clinton,0,0
4/3/20,Columbia,2,0
4/3/20,Cortland,0,0
4/3/20,Delaware,0,0
4/3/20,Dutchess,11,0
4/3/20,Erie,23,0
4/3/20,Essex,0,0
4/3/20,Franklin,0,0
4/3/20,Fulton,0,0
4/3/20,Genesee,0,0
4/3/20,Greene,0,0
4/3/20,Hamilton,0,0
4/3/20,Herkimer,1,0
4/3/20,Jefferson,0,0
4/3/20,Kings,0,0
4/3/20,Lewis,0,0
4/3/20,Livingston,0,0
4/3/20,Madison,1,0
4/3/20,Manhattan,0,0
4/3/20,Monroe,14,0
4/3/20,Montgomery,1,0
4/3/20,Nassau,396,0
4/3/20,Niagara,0,0
4/3/20,Non-NYS,0,0
4/3/20,Oneida,2,0
4/3/20,Onondaga,4,0
4/3/20,Ontario,0,0
4/3/20,Orange,32,0
4/3/20,Orleans,0,0
4/3/20,Oswego,0,0
4/3/20,Otsego,2,0
4/3/20,Putnam,9,0
4/3/20,Queens,0,0
4/3/20,Rensselaer,0,0
4/3/20,Richmond,0,0
4/3/20,Rockland,50,0
4/3/20,Saratoga,0,0
4/3/20,Schenectady,4,0
4/3/20,Schoharie,0,0
4/3/20,Schuyler,0,0
4/3/20,Seneca,0,0
4/3/20,St. Lawrence,0,0
4/3/20,Statewide Total,0,0
4/3/20,Steuben,1,0
4/3/20,Suffolk,175,0
4/3/20,Sullivan,4,0
4/3/20,Tioga,0,0
4/3/20,Tompkins,0,0
4/3/20,Ulster,1,0
4/3/20,Warren,1,0
4/3/20,Washington,0,0
4/3/20,Wayne,0,0
4/3/20,Westchester,197,0
4/3/20,Wyoming,0,0
4/3/20,Yates,0,0
4/3/21,Albany,544,340
4/3/21,Allegany,55,82
4/3/21,Bronx,3983,4387
4/3/21,Broome,379,345
4/3/21,Cattaraugus,78,79
4/3/21,Cayuga,77,90
4/3/21,Chautauqua,124,130
4/3/21,Chemung,162,131
4/3/21,Chenango,53,72
4/3/21,Clinton,35,30
4/3/21,Columbia,97,98
4/3/21,Cortland,58,60
