"","county","aqi","pollutant","number_of_sites_reporting","date","deaths"
"1958","Jefferson",47,"Ozone",1,2020-05-23,0
"1959","Jefferson",41,"Ozone",1,2020-05-24,0
"1960","Jefferson",39,"Ozone",1,2020-05-25,0
"1961","Jefferson",46,"Ozone",1,2020-05-26,0
"1962","Jefferson",47,"Ozone",1,2020-05-27,0
"1963","Jefferson",28,"Ozone",1,2020-05-28,0
"1964","Jefferson",33,"Ozone",1,2020-05-29,0
"1965","Jefferson",34,"Ozone",1,2020-05-30,0
"1966","Jefferson",28,"Ozone",1,2020-05-31,0
"1967","Jefferson",41,"Ozone",1,2020-06-01,0
"1968","Jefferson",37,"Ozone",1,2020-06-02,0
"1969","Jefferson",38,"Ozone",1,2020-06-03,0
"1970","Jefferson",51,"Ozone",1,2020-06-04,0
"1971","Jefferson",71,"Ozone",1,2020-06-05,0
"1972","Jefferson",40,"Ozone",1,2020-06-06,0
"1973","Jefferson",22,"Ozone",1,2020-06-07,0
"1974","Jefferson",28,"Ozone",1,2020-06-08,0
"1975","Jefferson",45,"Ozone",1,2020-06-09,0
"1976","Jefferson",40,"Ozone",1,2020-06-10,0
"1977","Jefferson",35,"Ozone",1,2020-06-11,0
"1978","Jefferson",32,"Ozone",1,2020-06-12,0
"1979","Jefferson",19,"Ozone",1,2020-06-13,0
"1980","Jefferson",27,"Ozone",1,2020-06-14,0
"1981","Jefferson",29,"Ozone",1,2020-06-15,0
"1982","Jefferson",35,"Ozone",1,2020-06-16,0
"1983","Jefferson",41,"Ozone",1,2020-06-17,0
"1984","Jefferson",54,"Ozone",1,2020-06-18,0
"1985","Jefferson",45,"Ozone",1,2020-06-19,0
"1986","Jefferson",40,"Ozone",1,2020-06-20,0
"1987","Jefferson",42,"Ozone",1,2020-06-21,0
"1988","Jefferson",54,"Ozone",1,2020-06-22,0
"1989","Jefferson",46,"Ozone",1,2020-06-23,0
"1990","Jefferson",39,"Ozone",1,2020-06-24,0
"1991","Jefferson",34,"Ozone",1,2020-06-25,0
"1992","Jefferson",43,"Ozone",1,2020-06-26,0
"1993","Jefferson",46,"Ozone",1,2020-06-27,0
"1994","Jefferson",34,"Ozone",1,2020-06-28,0
"1995","Jefferson",34,"Ozone",1,2020-06-29,0
"1996","Jefferson",34,"Ozone",1,2020-06-30,0
"1997","Jefferson",34,"Ozone",1,2020-07-01,0
"1998","Jefferson",37,"Ozone",1,2020-07-02,0
"1999","Jefferson",31,"Ozone",1,2020-07-03,0
"2000","Jefferson",32,"Ozone",1,2020-07-04,0
"2001","Jefferson",38,"Ozone",1,2020-07-05,0
"2002","Jefferson",32,"Ozone",1,2020-07-06,0
"2003","Jefferson",51,"Ozone",1,2020-07-07,0
"2004","Jefferson",47,"Ozone",1,2020-07-08,0
"2005","Jefferson",67,"Ozone",1,2020-07-09,0
"2006","Jefferson",48,"Ozone",1,2020-07-10,0
"2007","Jefferson",23,"Ozone",1,2020-07-11,0
"2008","Jefferson",25,"Ozone",1,2020-07-12,0
"2009","Jefferson",19,"Ozone",1,2020-07-14,0
"2010","Jefferson",30,"Ozone",1,2020-07-15,0
"2011","Jefferson",35,"Ozone",1,2020-07-16,0
"2012","Jefferson",43,"Ozone",1,2020-07-17,0
"2013","Jefferson",90,"Ozone",1,2020-07-18,0
"2014","Jefferson",41,"Ozone",1,2020-07-19,0
"2015","Jefferson",37,"Ozone",1,2020-07-20,0
"2016","Jefferson",19,"Ozone",1,2020-07-21,0
"2017","Jefferson",31,"Ozone",1,2020-07-22,0
"2018","Jefferson",32,"Ozone",1,2020-07-23,0
"2019","Jefferson",29,"Ozone",1,2020-07-24,0
"2020","Jefferson",33,"Ozone",1,2020-07-25,0
"2021","Jefferson",71,"Ozone",1,2020-07-26,0
"2022","Jefferson",48,"Ozone",1,2020-07-27,0
"2023","Jefferson",33,"Ozone",1,2020-07-28,0
"2024","Jefferson",44,"Ozone",1,2020-07-29,0
"2025","Jefferson",25,"Ozone",1,2020-07-30,0
"2026","Jefferson",26,"Ozone",1,2020-07-31,1
"2027","Jefferson",27,"Ozone",1,2020-08-01,1
"2028","Jefferson",31,"Ozone",1,2020-08-02,1
"2029","Jefferson",28,"Ozone",1,2020-08-03,1
"2030","Jefferson",17,"Ozone",1,2020-08-04,1
"2031","Jefferson",32,"Ozone",1,2020-08-05,1
"2032","Jefferson",25,"Ozone",1,2020-08-06,1
"2033","Jefferson",31,"Ozone",1,2020-08-07,1
"2034","Jefferson",44,"Ozone",1,2020-08-08,1
"2035","Jefferson",45,"Ozone",1,2020-08-09,1
"2036","Jefferson",51,"Ozone",1,2020-08-10,1
"2037","Jefferson",51,"Ozone",1,2020-08-11,1
"2038","Jefferson",30,"Ozone",1,2020-08-12,1
"2039","Jefferson",31,"Ozone",1,2020-08-13,1
"2040","Jefferson",31,"Ozone",1,2020-08-14,1
"2041","Jefferson",31,"Ozone",1,2020-08-15,1
"2042","Jefferson",31,"Ozone",1,2020-08-16,1
"2043","Jefferson",37,"Ozone",1,2020-08-17,1
"2044","Jefferson",23,"Ozone",1,2020-08-18,1
"2045","Jefferson",18,"Ozone",1,2020-08-19,1
"2046","Jefferson",34,"Ozone",1,2020-08-20,1
"2047","Jefferson",40,"Ozone",1,2020-08-21,1
"2048","Jefferson",31,"Ozone",1,2020-08-22,1
"2049","Jefferson",50,"Ozone",1,2020-08-23,1
"2050","Jefferson",58,"Ozone",1,2020-08-24,1
"2051","Jefferson",34,"Ozone",1,2020-08-25,1
"2052","Jefferson",27,"Ozone",1,2020-08-26,1
"2053","Jefferson",12,"Ozone",1,2020-08-27,1
"2054","Jefferson",24,"Ozone",1,2020-08-28,1
"2055","Jefferson",30,"Ozone",1,2020-08-29,1
"2056","Jefferson",24,"Ozone",1,2020-08-30,1
"2057","Jefferson",25,"Ozone",1,2020-08-31,1
"2058","Jefferson",30,"Ozone",1,2020-09-01,1
"2059","Jefferson",30,"Ozone",1,2020-09-02,1
"2060","Jefferson",32,"Ozone",1,2020-09-03,1
"2061","Jefferson",34,"Ozone",1,2020-09-04,1
"2062","Jefferson",32,"Ozone",1,2020-09-05,1
"2063","Jefferson",30,"Ozone",1,2020-09-06,1
"2064","Jefferson",35,"Ozone",1,2020-09-07,1
"2065","Jefferson",15,"Ozone",1,2020-09-08,1
"2066","Jefferson",16,"Ozone",1,2020-09-09,1
"2067","Jefferson",11,"Ozone",1,2020-09-10,1
"2068","Jefferson",23,"Ozone",1,2020-09-11,1
"2069","Jefferson",29,"Ozone",1,2020-09-12,1
"2070","Jefferson",29,"Ozone",1,2020-09-13,1
"2071","Jefferson",23,"Ozone",1,2020-09-14,1
"2072","Jefferson",23,"Ozone",1,2020-09-15,1
"2073","Jefferson",36,"Ozone",1,2020-09-16,1
"2074","Jefferson",21,"Ozone",1,2020-09-17,1
"2075","Jefferson",25,"Ozone",1,2020-09-18,1
"2076","Jefferson",24,"Ozone",1,2020-09-19,1
"2077","Jefferson",28,"Ozone",1,2020-09-20,1
"2078","Jefferson",31,"Ozone",1,2020-09-21,1
"2079","Jefferson",34,"Ozone",1,2020-09-22,1
"2080","Jefferson",43,"Ozone",1,2020-09-23,1
"2081","Jefferson",41,"Ozone",1,2020-09-24,1
"2082","Jefferson",51,"Ozone",1,2020-09-25,1
"2083","Jefferson",45,"Ozone",1,2020-09-26,1
"2084","Jefferson",35,"Ozone",1,2020-09-27,1
"2085","Jefferson",35,"Ozone",1,2020-09-28,1
"2086","Jefferson",30,"Ozone",1,2020-09-29,1
"2087","Jefferson",28,"Ozone",1,2020-09-30,1
"2088","Jefferson",28,"Ozone",1,2020-10-01,1
"2089","Jefferson",26,"Ozone",1,2020-10-02,1
"2090","Jefferson",24,"Ozone",1,2020-10-03,1
"2091","Jefferson",31,"Ozone",1,2020-10-04,1
"2092","Jefferson",28,"Ozone",1,2020-10-05,1
"2093","Jefferson",34,"Ozone",1,2020-10-06,1
"2094","Jefferson",33,"Ozone",1,2020-10-07,1
"2095","Jefferson",22,"Ozone",1,2020-10-08,1
"2096","Jefferson",40,"Ozone",1,2020-10-10,1
"2097","Jefferson",23,"Ozone",1,2020-10-11,1
"2098","Jefferson",31,"Ozone",1,2020-10-12,1
"2099","Jefferson",26,"Ozone",1,2020-10-13,1
"2100","Jefferson",32,"Ozone",1,2020-10-14,1
"2101","Jefferson",40,"Ozone",1,2020-10-15,1
"2102","Jefferson",24,"Ozone",1,2020-10-16,1
"2103","Jefferson",35,"Ozone",1,2020-10-17,1
"2104","Jefferson",38,"Ozone",1,2020-10-18,1
"2105","Jefferson",31,"Ozone",1,2020-10-19,1
"2106","Jefferson",24,"Ozone",1,2020-10-20,1
"2107","Jefferson",24,"Ozone",1,2020-10-21,1
"2108","Jefferson",20,"Ozone",1,2020-10-22,1
"2109","Jefferson",34,"Ozone",1,2020-10-23,1
"2110","Jefferson",23,"Ozone",1,2020-10-24,1
"2111","Jefferson",29,"Ozone",1,2020-10-25,1
"2112","Jefferson",17,"Ozone",1,2020-10-26,1
"2113","Jefferson",19,"Ozone",1,2020-10-27,1
"2114","Jefferson",25,"Ozone",1,2020-10-28,1
"2115","Jefferson",23,"Ozone",1,2020-10-29,1
"2116","Jefferson",28,"Ozone",1,2020-10-30,1
"2117","Jefferson",28,"Ozone",1,2020-10-31,1
"2118","Jefferson",25,"Ozone",1,2020-11-01,1
"2119","Jefferson",32,"Ozone",1,2020-11-02,1
"2120","Jefferson",26,"Ozone",1,2020-11-03,1
"2121","Jefferson",35,"Ozone",1,2020-11-04,1
"2122","Jefferson",42,"Ozone",1,2020-11-05,1
"2123","Jefferson",46,"Ozone",1,2020-11-06,1
"2124","Jefferson",58,"Ozone",1,2020-11-07,1
"2125","Jefferson",51,"Ozone",1,2020-11-08,1
"2126","Jefferson",43,"Ozone",1,2020-11-09,1
"2127","Jefferson",35,"Ozone",1,2020-11-10,1
"2128","Jefferson",27,"Ozone",1,2020-11-11,1
"2129","Jefferson",24,"Ozone",1,2020-11-12,1
"2130","Jefferson",22,"Ozone",1,2020-11-13,1
"2131","Jefferson",29,"Ozone",1,2020-11-14,1
"2132","Jefferson",31,"Ozone",1,2020-11-15,1
"2133","Jefferson",30,"Ozone",1,2020-11-16,1
"2134","Jefferson",30,"Ozone",1,2020-11-17,1
"2135","Jefferson",31,"Ozone",1,2020-11-18,1
"2136","Jefferson",31,"Ozone",1,2020-11-19,2
"2137","Jefferson",36,"Ozone",1,2020-11-20,2
"2138","Jefferson",23,"Ozone",1,2020-11-21,2
"2139","Jefferson",19,"Ozone",1,2020-11-22,2
"2140","Jefferson",21,"Ozone",1,2020-11-23,3
"2141","Jefferson",31,"Ozone",1,2020-11-24,3
"2142","Jefferson",25,"Ozone",1,2020-11-25,3
"2143","Jefferson",19,"Ozone",1,2020-11-26,3
"2144","Jefferson",19,"Ozone",1,2020-11-27,3
"2145","Jefferson",29,"Ozone",1,2020-11-28,3
"2146","Jefferson",27,"Ozone",1,2020-11-29,3
"2147","Jefferson",18,"Ozone",1,2020-12-01,4
"2148","Jefferson",32,"Ozone",1,2020-12-02,4
"2149","Jefferson",28,"Ozone",1,2020-12-03,4
"2150","Jefferson",26,"Ozone",1,2020-12-04,4
"2151","Jefferson",28,"Ozone",1,2020-12-05,4
"2152","Jefferson",31,"Ozone",1,2020-12-06,4
"2153","Jefferson",30,"Ozone",1,2020-12-07,4
"2154","Jefferson",26,"Ozone",1,2020-12-08,4
"2155","Jefferson",22,"Ozone",1,2020-12-09,4
"2156","Jefferson",22,"Ozone",1,2020-12-10,5
"2157","Jefferson",24,"Ozone",1,2020-12-11,5
"2158","Jefferson",26,"Ozone",1,2020-12-12,5
"2159","Jefferson",24,"Ozone",1,2020-12-13,6
"2160","Jefferson",25,"Ozone",1,2020-12-14,6
"2161","Jefferson",27,"Ozone",1,2020-12-15,6
"2162","Jefferson",26,"Ozone",1,2020-12-16,6
"2163","Jefferson",24,"Ozone",1,2020-12-17,6
"2164","Jefferson",26,"Ozone",1,2020-12-18,6
"2165","Jefferson",29,"Ozone",1,2020-12-19,6
"2166","Jefferson",28,"Ozone",1,2020-12-20,6
"2167","Jefferson",22,"Ozone",1,2020-12-21,6
"2168","Jefferson",26,"Ozone",1,2020-12-22,7
"2169","Jefferson",31,"Ozone",1,2020-12-23,7
"2170","Jefferson",31,"Ozone",1,2020-12-24,7
"2171","Jefferson",25,"Ozone",1,2020-12-25,7
"2172","Jefferson",31,"Ozone",1,2020-12-26,7
"2173","Jefferson",29,"Ozone",1,2020-12-27,7
"2174","Jefferson",30,"Ozone",1,2020-12-28,7
"2175","Jefferson",30,"Ozone",1,2020-12-29,9
"2176","Jefferson",32,"Ozone",1,2020-12-30,9
"2177","Jefferson",30,"Ozone",1,2020-12-31,10
"2178","Kings",27,"PM2.5",2,2020-03-27,0
"2179","Kings",18,"PM2.5",2,2020-03-28,0
"2180","Kings",5,"PM2.5",2,2020-03-29,0
"2181","Kings",17,"PM2.5",2,2020-03-30,0
"2182","Kings",8,"PM2.5",2,2020-03-31,0
"2183","Kings",15,"PM2.5",2,2020-04-01,0
"2184","Kings",8,"PM2.5",2,2020-04-02,0
"2185","Kings",8,"PM2.5",2,2020-04-03,0
"2186","Kings",10,"PM2.5",2,2020-04-04,973
"2187","Kings",33,"PM2.5",2,2020-04-05,1109
"2188","Kings",16,"PM2.5",2,2020-04-06,1252
"2189","Kings",18,"PM2.5",2,2020-04-07,1427
"2190","Kings",30,"PM2.5",2,2020-04-08,1599
"2191","Kings",12,"PM2.5",2,2020-04-09,1781
"2192","Kings",9,"PM2.5",2,2020-04-10,1997
"2193","Kings",15,"PM2.5",2,2020-04-11,2194
"2194","Kings",32,"PM2.5",2,2020-04-12,2309
"2195","Kings",18,"PM2.5",2,2020-04-13,2498
"2196","Kings",11,"PM2.5",2,2020-04-14,2681
"2197","Kings",15,"PM2.5",2,2020-04-15,2811
"2198","Kings",13,"PM2.5",2,2020-04-18,3162
"2199","Kings",28,"PM2.5",2,2020-04-19,3261
"2200","Kings",14,"PM2.5",2,2020-04-20,3360
"2201","Kings",15,"PM2.5",2,2020-04-21,3458
"2202","Kings",11,"PM2.5",2,2020-04-22,3540
"2203","Kings",19,"PM2.5",2,2020-04-23,3639
"2204","Kings",14,"PM2.5",2,2020-04-24,3734
"2205","Kings",25,"PM2.5",2,2020-04-25,3814
"2206","Kings",8,"PM2.5",2,2020-04-26,3882
"2207","Kings",3,"PM2.5",2,2020-04-27,3950
"2208","Kings",15,"PM2.5",2,2020-04-28,4032
"2209","Kings",21,"PM2.5",2,2020-04-29,4091
"2210","Kings",24,"PM2.5",2,2020-04-30,4153
"2211","Kings",5,"PM2.5",2,2020-05-01,4216
"2212","Kings",10,"PM2.5",2,2020-05-02,4262
"2213","Kings",28,"PM2.5",2,2020-05-03,4298
"2214","Kings",11,"PM2.5",2,2020-05-04,4341
"2215","Kings",9,"PM2.5",2,2020-05-05,4371
"2216","Kings",13,"PM2.5",2,2020-05-06,4393
"2217","Kings",10,"PM2.5",2,2020-05-07,4434
"2218","Kings",9,"PM2.5",2,2020-05-08,4474
"2219","Kings",3,"PM2.5",2,2020-05-09,4513
"2220","Kings",10,"PM2.5",2,2020-05-10,4538
"2221","Kings",10,"PM2.5",2,2020-05-11,4569
"2222","Kings",7,"PM2.5",2,2020-05-12,4596
"2223","Kings",19,"PM2.5",2,2020-05-13,4627
"2224","Kings",24,"PM2.5",2,2020-05-14,4646
"2225","Kings",40,"PM2.5",2,2020-05-15,4670
"2226","Kings",11,"PM2.5",2,2020-05-16,4689
"2227","Kings",4,"PM2.5",2,2020-05-17,4711
"2228","Kings",9,"PM2.5",2,2020-05-18,4727
"2229","Kings",10,"PM2.5",2,2020-05-19,4765
"2230","Kings",6,"PM2.5",2,2020-05-20,4780
"2231","Kings",15,"PM2.5",2,2020-05-21,4793
"2232","Kings",16,"PM2.5",2,2020-05-22,4805
"2233","Kings",6,"PM2.5",2,2020-05-23,4819
"2234","Kings",20,"PM2.5",2,2020-05-24,4838
"2235","Kings",19,"PM2.5",2,2020-05-25,4846
"2236","Kings",6,"PM2.5",2,2020-05-26,4854
"2237","Kings",0,"PM2.5",2,2020-05-27,4862
"2238","Kings",8,"PM2.5",2,2020-05-28,4872
"2239","Kings",13,"PM2.5",2,2020-05-29,4881
"2240","Kings",5,"PM2.5",2,2020-05-30,4887
"2241","Kings",0,"PM2.5",2,2020-05-31,4892
"2242","Kings",8,"PM2.5",2,2020-06-01,4899
"2243","Kings",15,"PM2.5",2,2020-06-02,4910
"2244","Kings",33,"PM2.5",2,2020-06-03,4916
"2245","Kings",32,"PM2.5",2,2020-06-04,4922
"2246","Kings",20,"PM2.5",2,2020-06-05,4925
"2247","Kings",13,"PM2.5",2,2020-06-06,4928
"2248","Kings",4,"PM2.5",2,2020-06-07,4934
"2249","Kings",10,"PM2.5",2,2020-06-08,4940
"2250","Kings",32,"PM2.5",2,2020-06-09,4951
"2251","Kings",34,"PM2.5",2,2020-06-10,4956
"2252","Kings",27,"PM2.5",2,2020-06-11,4964
"2253","Kings",7,"PM2.5",2,2020-06-12,4972
"2254","Kings",0,"PM2.5",2,2020-06-13,4975
"2255","Kings",7,"PM2.5",2,2020-06-14,4978
"2256","Kings",12,"PM2.5",2,2020-06-15,4981
"2257","Kings",10,"PM2.5",2,2020-06-16,4984
"2258","Kings",7,"PM2.5",2,2020-06-17,4986
"2259","Kings",6,"PM2.5",2,2020-06-18,4989
"2260","Kings",18,"PM2.5",2,2020-06-19,4991
"2261","Kings",29,"PM2.5",2,2020-06-20,4991
"2262","Kings",17,"PM2.5",2,2020-06-21,4996
"2263","Kings",11,"PM2.5",2,2020-06-22,4999
"2264","Kings",27,"PM2.5",2,2020-06-23,5000
"2265","Kings",22,"PM2.5",2,2020-06-24,5001
"2266","Kings",23,"PM2.5",2,2020-06-25,5003
"2267","Kings",19,"PM2.5",2,2020-06-26,5006
"2268","Kings",47,"PM2.5",2,2020-06-27,5006
"2269","Kings",29,"PM2.5",2,2020-06-28,5007
"2270","Kings",13,"PM2.5",2,2020-06-29,5008
"2271","Kings",7,"PM2.5",2,2020-06-30,5008
"2272","Kings",20,"PM2.5",2,2020-07-01,5010
"2273","Kings",25,"PM2.5",2,2020-07-02,5011
"2274","Kings",43,"PM2.5",2,2020-07-03,5011
"2275","Kings",57,"PM2.5",2,2020-07-04,5012
"2276","Kings",50,"PM2.5",2,2020-07-05,5014
"2277","Kings",36,"PM2.5",2,2020-07-06,5016
"2278","Kings",13,"PM2.5",2,2020-07-07,5022
"2279","Kings",10,"PM2.5",2,2020-07-08,5023
"2280","Kings",10,"PM2.5",2,2020-07-09,5023
"2281","Kings",14,"PM2.5",2,2020-07-11,5024
"2282","Kings",9,"PM2.5",2,2020-07-12,5025
"2283","Kings",5,"PM2.5",2,2020-07-13,5025
"2284","Kings",8,"PM2.5",2,2020-07-14,5025
"2285","Kings",5,"PM2.5",2,2020-07-15,5029
"2286","Kings",0,"PM2.5",2,2020-07-16,5029
"2287","Kings",21,"PM2.5",2,2020-07-17,5030
"2288","Kings",33,"PM2.5",2,2020-07-18,5031
"2289","Kings",41,"PM2.5",2,2020-07-19,5032
"2290","Kings",30,"PM2.5",2,2020-07-20,5032
"2291","Kings",19,"PM2.5",2,2020-07-21,5033
"2292","Kings",49,"PM2.5",2,2020-07-22,5035
"2293","Kings",27,"PM2.5",2,2020-07-23,5035
"2294","Kings",14,"PM2.5",2,2020-07-24,5038
"2295","Kings",21,"PM2.5",2,2020-07-25,5038
"2296","Kings",21,"PM2.5",2,2020-07-26,5040
"2297","Kings",43,"PM2.5",2,2020-07-27,5042
"2298","Kings",35,"PM2.5",2,2020-07-28,5043
"2299","Kings",39,"PM2.5",2,2020-07-29,5044
"2300","Kings",54,"PM2.5",2,2020-07-30,5044
"2301","Kings",31,"PM2.5",2,2020-07-31,5044
"2302","Kings",52,"PM2.5",2,2020-08-01,5044
"2303","Kings",39,"PM2.5",2,2020-08-02,5043
"2304","Kings",18,"PM2.5",1,2020-08-03,5043
"2305","Kings",16,"PM2.5",1,2020-08-04,5044
"2306","Kings",20,"PM2.5",1,2020-08-05,5044
"2307","Kings",35,"PM2.5",1,2020-08-06,5044
"2308","Kings",47,"PM2.5",2,2020-08-07,5045
"2309","Kings",16,"PM2.5",1,2020-08-08,5045
"2310","Kings",23,"PM2.5",1,2020-08-09,5045
"2311","Kings",55,"PM2.5",2,2020-08-10,5046
"2312","Kings",36,"PM2.5",1,2020-08-11,5047
"2313","Kings",53,"PM2.5",1,2020-08-12,5047
"2314","Kings",59,"PM2.5",2,2020-08-13,5047
"2315","Kings",35,"PM2.5",2,2020-08-14,5049
"2316","Kings",25,"PM2.5",2,2020-08-15,5050
"2317","Kings",29,"PM2.5",3,2020-08-16,5050
"2318","Kings",19,"PM2.5",2,2020-08-17,5050
"2319","Kings",15,"PM2.5",2,2020-08-18,5050
"2320","Kings",35,"PM2.5",3,2020-08-19,5050
"2321","Kings",12,"PM2.5",2,2020-08-20,5050
"2322","Kings",28,"PM2.5",2,2020-08-21,5050
"2323","Kings",41,"PM2.5",3,2020-08-22,5050
"2324","Kings",23,"PM2.5",2,2020-08-23,5053
"2325","Kings",18,"PM2.5",2,2020-08-24,5053
"2326","Kings",37,"PM2.5",3,2020-08-25,5053
"2327","Kings",6,"PM2.5",2,2020-08-26,5053
"2328","Kings",32,"PM2.5",2,2020-08-27,5053
"2329","Kings",35,"PM2.5",3,2020-08-28,5053
"2330","Kings",10,"PM2.5",2,2020-08-29,5053
"2331","Kings",5,"PM2.5",2,2020-08-30,5053
"2332","Kings",15,"PM2.5",3,2020-08-31,5054
"2333","Kings",9,"PM2.5",2,2020-09-01,5054
"2334","Kings",14,"PM2.5",2,2020-09-02,5054
"2335","Kings",27,"PM2.5",3,2020-09-03,5055
"2336","Kings",20,"PM2.5",2,2020-09-04,5056
"2337","Kings",10,"PM2.5",2,2020-09-05,5058
"2338","Kings",32,"PM2.5",3,2020-09-06,5059
"2339","Kings",10,"PM2.5",2,2020-09-07,5059
"2340","Kings",18,"PM2.5",2,2020-09-08,5060
"2341","Kings",31,"PM2.5",3,2020-09-09,5060
"2342","Kings",4,"PM2.5",2,2020-09-10,5060
"2343","Kings",16,"PM2.5",2,2020-09-11,5060
"2344","Kings",16,"PM2.5",3,2020-09-12,5060
"2345","Kings",16,"PM2.5",2,2020-09-13,5060
"2346","Kings",12,"PM2.5",2,2020-09-14,5061
"2347","Kings",14,"PM2.5",3,2020-09-15,5062
"2348","Kings",9,"PM2.5",2,2020-09-16,5062
"2349","Kings",20,"PM2.5",2,2020-09-17,5062
"2350","Kings",27,"PM2.5",3,2020-09-18,5062
"2351","Kings",7,"PM2.5",2,2020-09-19,5062
"2352","Kings",9,"PM2.5",2,2020-09-20,5063
"2353","Kings",15,"PM2.5",3,2020-09-21,5065
"2354","Kings",10,"PM2.5",2,2020-09-22,5067
"2355","Kings",41,"PM2.5",2,2020-09-23,5069
"2356","Kings",58,"PM2.5",3,2020-09-24,5069
"2357","Kings",60,"PM2.5",2,2020-09-25,5071
"2358","Kings",23,"PM2.5",2,2020-09-26,5071
"2359","Kings",23,"PM2.5",3,2020-09-27,5073
"2360","Kings",12,"PM2.5",2,2020-09-28,5073
"2361","Kings",14,"PM2.5",2,2020-09-29,5075
"2362","Kings",15,"PM2.5",3,2020-09-30,5075
"2363","Kings",15,"PM2.5",2,2020-10-01,5078
"2364","Kings",17,"PM2.5",2,2020-10-02,5078
"2365","Kings",17,"PM2.5",3,2020-10-03,5078
"2366","Kings",15,"PM2.5",2,2020-10-04,5079
"2367","Kings",24,"PM2.5",2,2020-10-05,5081
"2368","Kings",32,"PM2.5",3,2020-10-06,5082
"2369","Kings",24,"PM2.5",2,2020-10-07,5083
"2370","Kings",11,"PM2.5",2,2020-10-08,5084
"2371","Kings",27,"PM2.5",3,2020-10-09,5085
"2372","Kings",23,"PM2.5",2,2020-10-10,5085
"2373","Kings",36,"PM2.5",2,2020-10-11,5085
"2374","Kings",13,"PM2.5",3,2020-10-12,5088
"2375","Kings",2,"PM2.5",2,2020-10-13,5088
"2376","Kings",31,"PM2.5",2,2020-10-14,5091
"2377","Kings",29,"PM2.5",3,2020-10-15,5092
"2378","Kings",14,"PM2.5",2,2020-10-16,5093
"2379","Kings",30,"PM2.5",2,2020-10-17,5093
"2380","Kings",42,"PM2.5",3,2020-10-18,5096
"2381","Kings",23,"PM2.5",2,2020-10-19,5098
"2382","Kings",13,"PM2.5",2,2020-10-20,5103
"2383","Kings",23,"PM2.5",3,2020-10-21,5105
"2384","Kings",33,"PM2.5",2,2020-10-22,5108
"2385","Kings",8,"PM2.5",2,2020-10-23,5109
"2386","Kings",19,"PM2.5",3,2020-10-24,5110
"2387","Kings",11,"PM2.5",2,2020-10-25,5110
"2388","Kings",16,"PM2.5",2,2020-10-26,5112
"2389","Kings",18,"PM2.5",3,2020-10-27,5112
"2390","Kings",25,"PM2.5",2,2020-10-28,5116
"2391","Kings",7,"PM2.5",2,2020-10-29,5119
"2392","Kings",18,"PM2.5",3,2020-10-30,5119
"2393","Kings",24,"PM2.5",2,2020-10-31,5121
"2394","Kings",8,"PM2.5",2,2020-11-01,5125
"2395","Kings",10,"PM2.5",3,2020-11-02,5129
"2396","Kings",28,"PM2.5",2,2020-11-03,5133
"2397","Kings",33,"PM2.5",2,2020-11-04,5141
"2398","Kings",35,"PM2.5",3,2020-11-05,5145
"2399","Kings",44,"PM2.5",2,2020-11-06,5149
"2400","Kings",64,"PM2.5",2,2020-11-07,5150
"2401","Kings",77,"PM2.5",3,2020-11-08,5153
"2402","Kings",74,"PM2.5",2,2020-11-09,5154
"2403","Kings",35,"PM2.5",2,2020-11-10,5156
"2404","Kings",26,"PM2.5",3,2020-11-11,5157
"2405","Kings",12,"PM2.5",2,2020-11-12,5160
"2406","Kings",16,"PM2.5",2,2020-11-13,5163
"2407","Kings",67,"PM2.5",3,2020-11-14,5165
"2408","Kings",22,"PM2.5",2,2020-11-15,5167
"2409","Kings",20,"PM2.5",2,2020-11-16,5169
"2410","Kings",20,"PM2.5",3,2020-11-17,5171
"2411","Kings",17,"PM2.5",2,2020-11-18,5175
"2412","Kings",19,"PM2.5",2,2020-11-19,5178
"2413","Kings",47,"PM2.5",3,2020-11-20,5183
"2414","Kings",51,"PM2.5",2,2020-11-21,5185
"2415","Kings",22,"PM2.5",2,2020-11-22,5187
"2416","Kings",21,"PM2.5",3,2020-11-23,5190
"2417","Kings",25,"PM2.5",2,2020-11-24,5193
"2418","Kings",25,"PM2.5",2,2020-11-25,5195
"2419","Kings",30,"PM2.5",3,2020-11-26,5198
"2420","Kings",35,"PM2.5",2,2020-11-27,5200
"2421","Kings",28,"PM2.5",2,2020-11-28,5201
"2422","Kings",33,"PM2.5",3,2020-11-29,5205
"2423","Kings",29,"PM2.5",2,2020-11-30,5205
"2424","Kings",20,"PM2.5",2,2020-12-01,5207
"2425","Kings",21,"PM2.5",3,2020-12-02,5210
"2426","Kings",29,"PM2.5",2,2020-12-03,5215
"2427","Kings",31,"PM2.5",2,2020-12-04,5217
"2428","Kings",21,"PM2.5",3,2020-12-05,5220
"2429","Kings",13,"PM2.5",2,2020-12-06,5223
"2430","Kings",21,"PM2.5",2,2020-12-07,5227
"2431","Kings",21,"PM2.5",3,2020-12-08,5235
"2432","Kings",41,"PM2.5",2,2020-12-09,5243
"2433","Kings",44,"PM2.5",2,2020-12-10,5251
"2434","Kings",63,"PM2.5",3,2020-12-11,5253
"2435","Kings",54,"PM2.5",2,2020-12-12,5259
"2436","Kings",49,"PM2.5",2,2020-12-13,5262
"2437","Kings",22,"PM2.5",3,2020-12-14,5266
"2438","Kings",24,"PM2.5",2,2020-12-15,5269
"2439","Kings",15,"PM2.5",1,2020-12-16,5281
