"","county","aqi","pollutant","number_of_sites_reporting","date","deaths"
"4610","Putnam",23,"Ozone",1,2020-12-26,66
"4611","Putnam",28,"Ozone",1,2020-12-27,66
"4612","Putnam",30,"Ozone",1,2020-12-28,67
"4613","Putnam",34,"Ozone",1,2020-12-29,67
"4614","Putnam",25,"Ozone",1,2020-12-30,67
"4615","Putnam",24,"Ozone",1,2020-12-31,67
"4616","Queens",44,"Ozone",3,2020-03-27,0
"4617","Queens",37,"Ozone",3,2020-03-28,0
"4618","Queens",38,"Ozone",3,2020-03-29,0
"4619","Queens",31,"Ozone",3,2020-03-30,0
"4620","Queens",37,"Ozone",3,2020-03-31,0
"4621","Queens",41,"Ozone",3,2020-04-01,0
"4622","Queens",38,"Ozone",3,2020-04-02,0
"4623","Queens",32,"Ozone",3,2020-04-03,0
"4624","Queens",37,"Ozone",3,2020-04-04,949
"4625","Queens",33,"PM2.5",3,2020-04-05,1106
"4626","Queens",39,"Ozone",3,2020-04-06,1284
"4627","Queens",40,"PM2.5",3,2020-04-08,1650
"4628","Queens",41,"Ozone",3,2020-04-09,1819
"4629","Queens",34,"Ozone",3,2020-04-10,1956
"4630","Queens",43,"Ozone",3,2020-04-11,2116
"4631","Queens",43,"Ozone",3,2020-04-13,2421
"4632","Queens",42,"Ozone",3,2020-04-14,2628
"4633","Queens",43,"Ozone",3,2020-04-15,2754
"4634","Queens",36,"Ozone",3,2020-04-18,3114
"4635","Queens",49,"Ozone",3,2020-04-19,3221
"4636","Queens",40,"Ozone",3,2020-04-20,3329
"4637","Queens",38,"Ozone",3,2020-04-21,3432
"4638","Queens",38,"Ozone",3,2020-04-22,3520
"4639","Queens",31,"Ozone",3,2020-04-23,3601
"4640","Queens",34,"Ozone",3,2020-04-24,3678
"4641","Queens",44,"Ozone",3,2020-04-25,3756
"4642","Queens",40,"Ozone",3,2020-04-26,3823
"4643","Queens",33,"Ozone",3,2020-04-27,3898
"4644","Queens",40,"Ozone",3,2020-04-28,4008
"4645","Queens",43,"Ozone",3,2020-04-29,4066
"4646","Queens",47,"Ozone",3,2020-04-30,4126
"4647","Queens",47,"Ozone",3,2020-05-01,4183
"4648","Queens",40,"Ozone",3,2020-05-02,4246
"4649","Queens",49,"Ozone",3,2020-05-03,4294
"4650","Queens",40,"Ozone",3,2020-05-04,4324
"4651","Queens",44,"Ozone",3,2020-05-05,4370
"4652","Queens",36,"Ozone",3,2020-05-06,4493
"4653","Queens",42,"Ozone",3,2020-05-07,4539
"4654","Queens",33,"Ozone",3,2020-05-08,4569
"4655","Queens",28,"Ozone",3,2020-05-09,4604
"4656","Queens",44,"Ozone",3,2020-05-10,4627
"4657","Queens",43,"Ozone",3,2020-05-12,4680
"4658","Queens",46,"Ozone",3,2020-05-14,4716
"4659","Queens",61,"Ozone",3,2020-05-15,4744
"4660","Queens",44,"Ozone",3,2020-05-16,4767
"4661","Queens",44,"Ozone",3,2020-05-17,4784
"4662","Queens",40,"Ozone",3,2020-05-19,4816
"4663","Queens",39,"Ozone",3,2020-05-20,4828
"4664","Queens",33,"Ozone",3,2020-05-21,4844
"4665","Queens",35,"Ozone",3,2020-05-22,4853
"4666","Queens",35,"Ozone",3,2020-05-23,4867
"4667","Queens",35,"Ozone",3,2020-05-24,4878
"4668","Queens",31,"Ozone",3,2020-05-25,4886
"4669","Queens",30,"PM2.5",3,2020-05-26,4893
"4670","Queens",25,"Ozone",3,2020-05-27,4905
"4671","Queens",19,"Ozone",3,2020-05-28,4907
"4672","Queens",20,"Ozone",3,2020-05-29,4912
"4673","Queens",44,"Ozone",3,2020-05-30,4922
"4674","Queens",33,"Ozone",3,2020-05-31,4931
"4675","Queens",39,"Ozone",3,2020-06-01,4940
"4676","Queens",48,"Ozone",3,2020-06-02,4946
"4677","Queens",47,"Ozone",3,2020-06-03,4953
"4678","Queens",77,"Ozone",3,2020-06-04,4956
"4679","Queens",42,"Ozone",3,2020-06-05,4961
"4680","Queens",64,"Ozone",3,2020-06-06,4963
"4681","Queens",36,"Ozone",3,2020-06-07,4969
"4682","Queens",39,"Ozone",3,2020-06-08,4977
"4683","Queens",93,"Ozone",3,2020-06-09,4989
"4684","Queens",54,"PM2.5",3,2020-06-10,4996
"4685","Queens",41,"PM2.5",3,2020-06-11,5002
"4686","Queens",61,"Ozone",3,2020-06-12,5005
"4687","Queens",42,"Ozone",3,2020-06-13,5008
"4688","Queens",34,"Ozone",3,2020-06-14,5010
"4689","Queens",34,"Ozone",3,2020-06-15,5010
"4690","Queens",33,"Ozone",3,2020-06-17,5022
"4691","Queens",20,"Ozone",3,2020-06-18,5027
"4692","Queens",34,"Ozone",3,2020-06-19,5030
"4693","Queens",44,"Ozone",3,2020-06-20,5032
"4694","Queens",32,"Ozone",3,2020-06-21,5032
"4695","Queens",50,"Ozone",3,2020-06-22,5036
"4696","Queens",48,"Ozone",3,2020-06-23,5040
"4697","Queens",48,"Ozone",3,2020-06-24,5042
"4698","Queens",77,"Ozone",3,2020-06-25,5043
"4699","Queens",87,"Ozone",3,2020-06-26,5043
"4700","Queens",53,"PM2.5",3,2020-06-27,5043
"4701","Queens",61,"Ozone",3,2020-06-28,5043
"4702","Queens",40,"Ozone",3,2020-06-29,5044
"4703","Queens",39,"Ozone",3,2020-06-30,5046
"4704","Queens",54,"Ozone",2,2020-07-01,5048
"4705","Queens",58,"Ozone",2,2020-07-02,5048
"4706","Queens",49,"PM2.5",2,2020-07-03,5050
"4707","Queens",43,"PM2.5",2,2020-07-04,5050
"4708","Queens",77,"Ozone",2,2020-07-05,5050
"4709","Queens",77,"Ozone",2,2020-07-06,5051
"4710","Queens",27,"PM2.5",2,2020-07-07,5057
"4711","Queens",36,"PM2.5",2,2020-07-08,5057
"4712","Queens",26,"Ozone",2,2020-07-09,5058
"4713","Queens",21,"Ozone",2,2020-07-10,5058
"4714","Queens",33,"Ozone",2,2020-07-11,5058
"4715","Queens",45,"Ozone",2,2020-07-12,5059
"4716","Queens",49,"Ozone",2,2020-07-13,5060
"4717","Queens",34,"Ozone",2,2020-07-14,5061
"4718","Queens",40,"Ozone",2,2020-07-15,5065
"4719","Queens",11,"PM2.5",2,2020-07-16,5067
"4720","Queens",29,"PM2.5",2,2020-07-17,5067
"4721","Queens",37,"PM2.5",2,2020-07-18,5069
"4722","Queens",53,"PM2.5",2,2020-07-19,5071
"4723","Queens",48,"PM2.5",2,2020-07-20,5071
"4724","Queens",61,"Ozone",2,2020-07-21,5072
"4725","Queens",101,"Ozone",2,2020-07-22,5073
"4726","Queens",48,"Ozone",2,2020-07-23,5075
"4727","Queens",33,"Ozone",2,2020-07-24,5078
"4728","Queens",74,"Ozone",2,2020-07-25,5078
"4729","Queens",74,"Ozone",2,2020-07-26,5079
"4730","Queens",105,"Ozone",2,2020-07-27,5081
"4731","Queens",80,"Ozone",2,2020-07-28,5081
"4732","Queens",61,"Ozone",2,2020-07-29,5083
"4733","Queens",140,"Ozone",2,2020-07-30,5083
"4734","Queens",61,"Ozone",2,2020-07-31,5083
"4735","Queens",74,"Ozone",2,2020-08-01,5083
"4736","Queens",40,"Ozone",2,2020-08-02,5083
"4737","Queens",61,"Ozone",2,2020-08-03,5083
"4738","Queens",36,"PM2.5",2,2020-08-04,5083
"4739","Queens",84,"Ozone",2,2020-08-05,5083
"4740","Queens",67,"Ozone",2,2020-08-06,5085
"4741","Queens",64,"Ozone",2,2020-08-07,5086
"4742","Queens",44,"Ozone",2,2020-08-08,5087
"4743","Queens",58,"Ozone",2,2020-08-09,5087
"4744","Queens",80,"Ozone",2,2020-08-10,5087
"4745","Queens",41,"Ozone",2,2020-08-11,5089
"4746","Queens",61,"Ozone",2,2020-08-12,5091
"4747","Queens",44,"PM2.5",2,2020-08-13,5092
"4748","Queens",49,"Ozone",2,2020-08-14,5092
"4749","Queens",35,"Ozone",2,2020-08-15,5092
"4750","Queens",29,"PM2.5",2,2020-08-16,5092
"4751","Queens",43,"Ozone",2,2020-08-17,5095
"4752","Queens",44,"Ozone",2,2020-08-18,5095
"4753","Queens",38,"PM2.5",2,2020-08-19,5095
"4754","Queens",49,"Ozone",2,2020-08-20,5095
"4755","Queens",64,"Ozone",2,2020-08-21,5096
"4756","Queens",74,"Ozone",2,2020-08-22,5096
"4757","Queens",38,"Ozone",2,2020-08-23,5096
"4758","Queens",87,"Ozone",2,2020-08-24,5096
"4759","Queens",64,"Ozone",2,2020-08-25,5098
"4760","Queens",31,"Ozone",2,2020-08-26,5098
"4761","Queens",71,"Ozone",2,2020-08-27,5099
"4762","Queens",54,"Ozone",2,2020-08-28,5099
"4763","Queens",30,"Ozone",2,2020-08-29,5101
"4764","Queens",30,"Ozone",2,2020-08-30,5101
"4765","Queens",28,"Ozone",2,2020-08-31,5101
"4766","Queens",29,"Ozone",2,2020-09-02,5102
"4767","Queens",64,"Ozone",2,2020-09-03,5103
"4768","Queens",44,"Ozone",2,2020-09-04,5103
"4769","Queens",44,"Ozone",2,2020-09-05,5103
"4770","Queens",67,"Ozone",2,2020-09-06,5103
"4771","Queens",34,"Ozone",2,2020-09-07,5103
"4772","Queens",36,"Ozone",2,2020-09-08,5103
"4773","Queens",36,"Ozone",2,2020-09-09,5103
"4774","Queens",30,"Ozone",2,2020-09-11,5104
"4775","Queens",29,"Ozone",2,2020-09-12,5104
"4776","Queens",29,"Ozone",2,2020-09-13,5105
"4777","Queens",29,"Ozone",2,2020-09-14,5106
"4778","Queens",28,"Ozone",2,2020-09-15,5107
"4779","Queens",29,"Ozone",2,2020-09-16,5108
"4780","Queens",31,"Ozone",2,2020-09-17,5111
"4781","Queens",30,"PM2.5",2,2020-09-18,5112
"4782","Queens",31,"Ozone",2,2020-09-19,5113
"4783","Queens",31,"Ozone",2,2020-09-20,5113
"4784","Queens",34,"Ozone",2,2020-09-22,5113
"4785","Queens",47,"Ozone",2,2020-09-23,5113
"4786","Queens",64,"PM2.5",2,2020-09-24,5113
"4787","Queens",64,"PM2.5",2,2020-09-25,5113
"4788","Queens",42,"Ozone",2,2020-09-26,5113
"4789","Queens",35,"Ozone",2,2020-09-27,5114
"4790","Queens",31,"Ozone",2,2020-09-28,5114
"4791","Queens",26,"Ozone",2,2020-09-29,5116
"4792","Queens",31,"Ozone",2,2020-10-02,5119
"4793","Queens",31,"Ozone",2,2020-10-03,5122
"4794","Queens",33,"Ozone",2,2020-10-04,5123
"4795","Queens",28,"PM2.5",2,2020-10-05,5125
"4796","Queens",40,"Ozone",2,2020-10-06,5126
"4797","Queens",43,"Ozone",2,2020-10-07,5126
"4798","Queens",27,"Ozone",2,2020-10-08,5128
"4799","Queens",33,"Ozone",2,2020-10-09,5128
"4800","Queens",31,"Ozone",2,2020-10-10,5129
"4801","Queens",36,"PM2.5",2,2020-10-11,5131
"4802","Queens",28,"Ozone",2,2020-10-12,5132
"4803","Queens",23,"Ozone",2,2020-10-13,5133
"4804","Queens",44,"Ozone",2,2020-10-15,5133
"4805","Queens",25,"Ozone",2,2020-10-16,5134
"4806","Queens",38,"PM2.5",2,2020-10-18,5135
"4807","Queens",34,"Ozone",2,2020-10-19,5135
"4808","Queens",29,"Ozone",2,2020-10-20,5135
"4809","Queens",23,"Ozone",2,2020-10-21,5136
"4810","Queens",52,"PM2.5",2,2020-10-22,5136
"4811","Queens",33,"Ozone",2,2020-10-23,5136
"4812","Queens",19,"Ozone",2,2020-10-24,5137
"4813","Queens",24,"Ozone",2,2020-10-25,5137
"4814","Queens",27,"PM2.5",2,2020-10-28,5138
"4815","Queens",25,"Ozone",2,2020-10-29,5139
"4816","Queens",27,"Ozone",2,2020-11-01,5139
"4817","Queens",31,"Ozone",2,2020-11-02,5140
"4818","Queens",34,"PM2.5",2,2020-11-03,5140
"4819","Queens",34,"Ozone",2,2020-11-04,5142
"4820","Queens",30,"Ozone",2,2020-11-05,5143
"4821","Queens",49,"PM2.5",2,2020-11-06,5143
"4822","Queens",64,"PM2.5",2,2020-11-07,5146
"4823","Queens",76,"PM2.5",2,2020-11-08,5150
"4824","Queens",83,"PM2.5",2,2020-11-09,5151
"4825","Queens",49,"PM2.5",2,2020-11-10,5153
"4826","Queens",31,"PM2.5",2,2020-11-14,5156
"4827","Queens",38,"Ozone",2,2020-11-15,5157
"4828","Queens",28,"Ozone",2,2020-11-18,5160
"4829","Queens",53,"PM2.5",2,2020-11-21,5164
"4830","Queens",30,"Ozone",2,2020-11-22,5164
"4831","Queens",26,"Ozone",2,2020-11-23,5166
"4832","Queens",35,"PM2.5",2,2020-11-24,5170
"4833","Queens",31,"Ozone",2,2020-11-26,5173
"4834","Queens",38,"PM2.5",2,2020-11-27,5173
"4835","Queens",29,"PM2.5",2,2020-11-28,5178
"4836","Queens",33,"PM2.5",2,2020-11-29,5178
"4837","Queens",36,"PM2.5",2,2020-11-30,5182
"4838","Queens",23,"PM2.5",2,2020-12-01,5188
"4839","Queens",25,"PM2.5",2,2020-12-02,5191
"4840","Queens",31,"PM2.5",2,2020-12-03,5198
"4841","Queens",35,"PM2.5",2,2020-12-04,5199
"4842","Queens",28,"Ozone",2,2020-12-06,5211
"4843","Queens",26,"PM2.5",2,2020-12-08,5222
"4844","Queens",54,"PM2.5",2,2020-12-09,5226
"4845","Queens",43,"PM2.5",3,2020-12-10,5229
"4846","Queens",56,"PM2.5",3,2020-12-11,5232
"4847","Queens",53,"PM2.5",3,2020-12-12,5236
"4848","Queens",51,"PM2.5",3,2020-12-13,5243
"4849","Queens",29,"PM2.5",3,2020-12-14,5251
"4850","Queens",30,"PM2.5",3,2020-12-15,5256
"4851","Queens",28,"Ozone",3,2020-12-16,5265
"4852","Queens",28,"PM2.5",3,2020-12-17,5272
"4853","Queens",41,"PM2.5",3,2020-12-18,5281
"4854","Queens",51,"PM2.5",3,2020-12-19,5287
"4855","Queens",59,"PM2.5",3,2020-12-20,5294
"4856","Queens",76,"PM2.5",3,2020-12-21,5301
"4857","Queens",62,"PM2.5",3,2020-12-22,5315
"4858","Queens",35,"PM2.5",3,2020-12-24,5332
"4859","Queens",36,"Ozone",3,2020-12-25,5340
"4860","Queens",35,"PM2.5",3,2020-12-26,5348
"4861","Queens",48,"PM2.5",3,2020-12-27,5355
"4862","Queens",40,"PM2.5",3,2020-12-28,5365
"4863","Queens",33,"PM2.5",3,2020-12-29,5374
"4864","Queens",44,"PM2.5",3,2020-12-31,5389
"4865","Richmond",39,"Ozone",2,2020-03-27,0
"4866","Richmond",32,"Ozone",2,2020-03-28,0
"4867","Richmond",31,"Ozone",2,2020-03-29,0
"4868","Richmond",28,"Ozone",2,2020-03-30,0
"4869","Richmond",38,"Ozone",2,2020-03-31,0
"4870","Richmond",38,"Ozone",2,2020-04-01,0
"4871","Richmond",40,"Ozone",2,2020-04-02,0
"4872","Richmond",28,"Ozone",2,2020-04-03,0
"4873","Richmond",35,"Ozone",2,2020-04-04,153
"4874","Richmond",40,"PM2.5",2,2020-04-05,173
"4875","Richmond",40,"Ozone",2,2020-04-06,196
"4876","Richmond",44,"Ozone",2,2020-04-07,214
"4877","Richmond",40,"Ozone",2,2020-04-08,249
"4878","Richmond",41,"Ozone",2,2020-04-09,273
"4879","Richmond",35,"Ozone",2,2020-04-10,292
"4880","Richmond",42,"Ozone",2,2020-04-11,314
"4881","Richmond",45,"Ozone",2,2020-04-12,343
"4882","Richmond",42,"Ozone",2,2020-04-13,367
"4883","Richmond",42,"Ozone",2,2020-04-14,391
"4884","Richmond",43,"Ozone",2,2020-04-15,413
"4885","Richmond",35,"Ozone",2,2020-04-18,458
"4886","Richmond",48,"Ozone",2,2020-04-19,470
"4887","Richmond",34,"Ozone",2,2020-04-20,482
"4888","Richmond",38,"Ozone",2,2020-04-21,492
"4889","Richmond",38,"Ozone",2,2020-04-22,506
"4890","Richmond",37,"Ozone",2,2020-04-23,511
"4891","Richmond",18,"PM2.5",2,2020-04-24,524
"4892","Richmond",44,"Ozone",2,2020-04-25,534
"4893","Richmond",37,"Ozone",2,2020-04-26,541
"4894","Richmond",2,"PM2.5",1,2020-04-27,549
"4895","Richmond",42,"Ozone",2,2020-04-28,556
"4896","Richmond",39,"Ozone",2,2020-04-29,565
"4897","Richmond",40,"Ozone",2,2020-04-30,576
"4898","Richmond",43,"Ozone",2,2020-05-01,582
"4899","Richmond",39,"Ozone",2,2020-05-02,592
"4900","Richmond",46,"Ozone",2,2020-05-03,598
"4901","Richmond",40,"Ozone",2,2020-05-04,609
"4902","Richmond",44,"Ozone",2,2020-05-05,620
"4903","Richmond",35,"Ozone",1,2020-05-06,647
"4904","Richmond",44,"Ozone",2,2020-05-07,654
"4905","Richmond",34,"Ozone",2,2020-05-08,657
"4906","Richmond",28,"Ozone",2,2020-05-09,661
"4907","Richmond",44,"Ozone",2,2020-05-10,665
"4908","Richmond",34,"Ozone",2,2020-05-11,670
"4909","Richmond",37,"Ozone",2,2020-05-12,673
"4910","Richmond",44,"Ozone",2,2020-05-13,678
"4911","Richmond",43,"Ozone",2,2020-05-14,682
"4912","Richmond",54,"Ozone",2,2020-05-15,688
"4913","Richmond",45,"Ozone",2,2020-05-16,692
"4914","Richmond",41,"Ozone",2,2020-05-17,694
"4915","Richmond",40,"Ozone",2,2020-05-18,696
"4916","Richmond",36,"Ozone",2,2020-05-19,699
"4917","Richmond",36,"Ozone",2,2020-05-20,705
"4918","Richmond",33,"Ozone",2,2020-05-21,710
"4919","Richmond",32,"Ozone",2,2020-05-22,714
"4920","Richmond",31,"Ozone",2,2020-05-23,716
"4921","Richmond",36,"Ozone",2,2020-05-24,719
"4922","Richmond",31,"Ozone",2,2020-05-25,720
"4923","Richmond",25,"Ozone",2,2020-05-26,722
"4924","Richmond",24,"Ozone",2,2020-05-27,724
"4925","Richmond",18,"Ozone",2,2020-05-28,724
"4926","Richmond",27,"Ozone",2,2020-05-29,725
"4927","Richmond",41,"Ozone",2,2020-05-30,727
"4928","Richmond",32,"Ozone",2,2020-05-31,727
"4929","Richmond",40,"Ozone",2,2020-06-01,729
"4930","Richmond",46,"Ozone",2,2020-06-02,731
"4931","Richmond",45,"Ozone",2,2020-06-03,732
"4932","Richmond",64,"Ozone",2,2020-06-04,734
"4933","Richmond",46,"PM2.5",2,2020-06-05,735
"4934","Richmond",46,"Ozone",2,2020-06-06,735
"4935","Richmond",33,"Ozone",2,2020-06-07,735
"4936","Richmond",32,"Ozone",2,2020-06-08,736
"4937","Richmond",101,"Ozone",2,2020-06-09,736
"4938","Richmond",41,"Ozone",2,2020-06-10,737
"4939","Richmond",37,"PM2.5",2,2020-06-11,738
"4940","Richmond",49,"Ozone",2,2020-06-12,738
"4941","Richmond",35,"Ozone",2,2020-06-13,739
"4942","Richmond",36,"Ozone",2,2020-06-14,739
"4943","Richmond",32,"Ozone",2,2020-06-15,739
"4944","Richmond",32,"Ozone",2,2020-06-16,740
"4945","Richmond",33,"Ozone",2,2020-06-17,740
"4946","Richmond",17,"Ozone",2,2020-06-18,740
"4947","Richmond",34,"Ozone",2,2020-06-19,742
"4948","Richmond",44,"Ozone",2,2020-06-20,742
"4949","Richmond",32,"Ozone",2,2020-06-21,742
"4950","Richmond",54,"Ozone",2,2020-06-22,743
"4951","Richmond",47,"Ozone",2,2020-06-23,743
"4952","Richmond",43,"Ozone",2,2020-06-24,743
"4953","Richmond",64,"Ozone",2,2020-06-25,743
"4954","Richmond",49,"Ozone",2,2020-06-26,743
"4955","Richmond",48,"PM2.5",2,2020-06-27,743
"4956","Richmond",46,"Ozone",2,2020-06-28,743
"4957","Richmond",34,"Ozone",2,2020-06-29,744
"4958","Richmond",34,"Ozone",2,2020-06-30,744
"4959","Richmond",45,"Ozone",2,2020-07-01,744
"4960","Richmond",51,"PM2.5",2,2020-07-02,746
"4961","Richmond",57,"PM2.5",2,2020-07-03,746
"4962","Richmond",60,"PM2.5",2,2020-07-04,746
"4963","Richmond",61,"PM2.5",2,2020-07-05,747
"4964","Richmond",54,"Ozone",2,2020-07-06,747
"4965","Richmond",32,"Ozone",2,2020-07-07,747
"4966","Richmond",42,"PM2.5",2,2020-07-08,747
"4967","Richmond",29,"PM2.5",2,2020-07-09,748
"4968","Richmond",19,"Ozone",2,2020-07-10,748
"4969","Richmond",35,"Ozone",2,2020-07-11,748
"4970","Richmond",39,"Ozone",2,2020-07-12,748
"4971","Richmond",37,"Ozone",2,2020-07-13,748
"4972","Richmond",31,"Ozone",2,2020-07-14,748
"4973","Richmond",37,"Ozone",2,2020-07-15,748
"4974","Richmond",23,"Ozone",2,2020-07-16,748
"4975","Richmond",42,"PM2.5",2,2020-07-17,748
"4976","Richmond",67,"Ozone",2,2020-07-18,748
"4977","Richmond",74,"Ozone",2,2020-07-19,748
"4978","Richmond",51,"Ozone",2,2020-07-20,748
"4979","Richmond",49,"Ozone",2,2020-07-21,748
"4980","Richmond",108,"Ozone",2,2020-07-22,748
"4981","Richmond",51,"Ozone",2,2020-07-23,748
"4982","Richmond",31,"Ozone",2,2020-07-24,748
"4983","Richmond",51,"Ozone",2,2020-07-25,748
"4984","Richmond",48,"Ozone",2,2020-07-26,749
"4985","Richmond",64,"Ozone",2,2020-07-27,749
"4986","Richmond",59,"PM2.5",2,2020-07-28,749
"4987","Richmond",64,"Ozone",2,2020-07-29,749
"4988","Richmond",74,"Ozone",2,2020-07-30,749
"4989","Richmond",46,"Ozone",2,2020-07-31,749
"4990","Richmond",77,"Ozone",2,2020-08-01,749
"4991","Richmond",34,"Ozone",2,2020-08-02,749
"4992","Richmond",45,"Ozone",2,2020-08-03,749
"4993","Richmond",38,"PM2.5",1,2020-08-04,749
"4994","Richmond",24,"PM2.5",1,2020-08-05,749
"4995","Richmond",38,"PM2.5",1,2020-08-06,749
"4996","Richmond",42,"Ozone",2,2020-08-07,749
"4997","Richmond",34,"PM2.5",2,2020-08-08,749
"4998","Richmond",36,"Ozone",2,2020-08-09,749
"4999","Richmond",58,"Ozone",2,2020-08-10,749
"5000","Richmond",33,"Ozone",2,2020-08-11,749
"5001","Richmond",38,"Ozone",2,2020-08-12,749
"5002","Richmond",53,"PM2.5",2,2020-08-13,749
"5003","Richmond",43,"PM2.5",2,2020-08-14,750
"5004","Richmond",46,"PM2.5",2,2020-08-15,750
"5005","Richmond",31,"PM2.5",2,2020-08-16,750
"5006","Richmond",37,"Ozone",1,2020-08-17,750
"5007","Richmond",37,"Ozone",2,2020-08-18,751
"5008","Richmond",44,"PM2.5",2,2020-08-19,751
"5009","Richmond",33,"Ozone",2,2020-08-20,751
"5010","Richmond",46,"Ozone",1,2020-08-21,751
"5011","Richmond",41,"Ozone",2,2020-08-22,751
"5012","Richmond",32,"Ozone",1,2020-08-23,751
"5013","Richmond",44,"Ozone",1,2020-08-24,751
"5014","Richmond",48,"Ozone",2,2020-08-25,754
"5015","Richmond",28,"Ozone",1,2020-08-26,754
"5016","Richmond",45,"Ozone",1,2020-08-27,754
"5017","Richmond",38,"PM2.5",2,2020-08-28,754
"5018","Richmond",29,"Ozone",1,2020-08-29,754
"5019","Richmond",25,"Ozone",1,2020-08-30,754
"5020","Richmond",25,"Ozone",1,2020-08-31,754
"5021","Richmond",27,"Ozone",1,2020-09-01,754
"5022","Richmond",27,"Ozone",1,2020-09-02,754
"5023","Richmond",47,"Ozone",2,2020-09-03,754
"5024","Richmond",33,"Ozone",1,2020-09-04,754
"5025","Richmond",34,"Ozone",1,2020-09-05,754
"5026","Richmond",47,"Ozone",2,2020-09-06,754
"5027","Richmond",32,"Ozone",1,2020-09-07,754
"5028","Richmond",31,"Ozone",1,2020-09-08,754
"5029","Richmond",30,"Ozone",2,2020-09-09,754
"5030","Richmond",21,"Ozone",1,2020-09-10,754
"5031","Richmond",20,"Ozone",2,2020-09-11,754
"5032","Richmond",26,"Ozone",2,2020-09-12,754
"5033","Richmond",27,"Ozone",2,2020-09-13,754
"5034","Richmond",25,"Ozone",2,2020-09-14,754
"5035","Richmond",22,"Ozone",2,2020-09-15,754
"5036","Richmond",28,"Ozone",2,2020-09-16,754
"5037","Richmond",27,"Ozone",2,2020-09-17,755
"5038","Richmond",27,"PM2.5",2,2020-09-18,755
"5039","Richmond",28,"Ozone",2,2020-09-19,755
"5040","Richmond",28,"Ozone",2,2020-09-20,755
"5041","Richmond",26,"Ozone",2,2020-09-21,755
"5042","Richmond",33,"Ozone",2,2020-09-22,755
"5043","Richmond",46,"Ozone",2,2020-09-23,755
"5044","Richmond",58,"PM2.5",2,2020-09-24,755
"5045","Richmond",59,"PM2.5",2,2020-09-25,755
"5046","Richmond",41,"Ozone",2,2020-09-26,755
"5047","Richmond",32,"Ozone",2,2020-09-27,755
"5048","Richmond",31,"Ozone",2,2020-09-28,755
"5049","Richmond",22,"Ozone",2,2020-09-29,755
"5050","Richmond",31,"Ozone",2,2020-09-30,755
"5051","Richmond",28,"Ozone",2,2020-10-01,755
"5052","Richmond",28,"Ozone",2,2020-10-02,755
"5053","Richmond",29,"Ozone",2,2020-10-03,755
"5054","Richmond",36,"Ozone",2,2020-10-04,756
"5055","Richmond",34,"Ozone",2,2020-10-05,757
"5056","Richmond",40,"Ozone",2,2020-10-06,757
"5057","Richmond",41,"Ozone",2,2020-10-07,757
"5058","Richmond",25,"Ozone",2,2020-10-08,757
"5059","Richmond",37,"Ozone",2,2020-10-09,757
"5060","Richmond",30,"Ozone",2,2020-10-10,757
"5061","Richmond",35,"PM2.5",2,2020-10-11,758
"5062","Richmond",24,"Ozone",2,2020-10-12,758
"5063","Richmond",16,"Ozone",2,2020-10-13,758
"5064","Richmond",36,"Ozone",2,2020-10-14,759
"5065","Richmond",43,"Ozone",2,2020-10-15,759
"5066","Richmond",25,"Ozone",2,2020-10-16,759
"5067","Richmond",31,"PM2.5",2,2020-10-17,759
"5068","Richmond",33,"PM2.5",2,2020-10-18,759
"5069","Richmond",33,"Ozone",2,2020-10-19,760
"5070","Richmond",27,"Ozone",2,2020-10-20,760
"5071","Richmond",26,"Ozone",2,2020-10-21,760
"5072","Richmond",35,"PM2.5",2,2020-10-22,760
"5073","Richmond",33,"Ozone",2,2020-10-23,760
"5074","Richmond",20,"PM2.5",2,2020-10-24,761
"5075","Richmond",20,"Ozone",2,2020-10-25,761
"5076","Richmond",23,"PM2.5",2,2020-10-26,761
"5077","Richmond",20,"PM2.5",2,2020-10-27,761
"5078","Richmond",25,"PM2.5",2,2020-10-28,761
"5079","Richmond",20,"Ozone",2,2020-10-29,761
"5080","Richmond",17,"PM2.5",2,2020-10-30,762
"5081","Richmond",29,"PM2.5",2,2020-10-31,764
"5082","Richmond",29,"Ozone",2,2020-11-01,764
"5083","Richmond",28,"Ozone",2,2020-11-02,765
"5084","Richmond",28,"PM2.5",2,2020-11-03,765
"5085","Richmond",34,"PM2.5",2,2020-11-04,765
"5086","Richmond",38,"PM2.5",2,2020-11-05,765
"5087","Richmond",52,"PM2.5",2,2020-11-06,765
"5088","Richmond",70,"PM2.5",2,2020-11-07,765
"5089","Richmond",77,"PM2.5",2,2020-11-08,765
"5090","Richmond",67,"PM2.5",2,2020-11-09,765
"5091","Richmond",37,"PM2.5",2,2020-11-10,765
"5092","Richmond",10,"PM2.5",2,2020-11-11,765
"5093","Richmond",10,"PM2.5",2,2020-11-12,766
"5094","Richmond",24,"PM2.5",2,2020-11-13,767
"5095","Richmond",30,"PM2.5",2,2020-11-14,767
"5096","Richmond",22,"PM2.5",2,2020-11-15,768
"5097","Richmond",28,"PM2.5",2,2020-11-16,769
"5098","Richmond",24,"PM2.5",2,2020-11-17,770
"5099","Richmond",17,"PM2.5",2,2020-11-18,771
"5100","Richmond",25,"PM2.5",2,2020-11-19,772
"5101","Richmond",41,"PM2.5",2,2020-11-20,772
"5102","Richmond",52,"PM2.5",2,2020-11-21,772
"5103","Richmond",22,"PM2.5",2,2020-11-22,775
